Label, Parent Label
512,652
128,527
384,394
576,396
320,9
192,411
32,284
160,402
416,466
96,46
352,141
224,196
16,80
272,177
144,319
80,54
336,74
208,67
48,341
304,296
176,170
432,126
112,183
368,185
240,205
264,313
136,27
72,273
200,59
40,29
552,573
296,166
168,263
424,178
360,341
232,308
24,297
280,130
152,464
408,401
216,131
440,218
120,366
376,263
248,555
4,248
260,177
132,126
580,528
324,52
196,150
36,598
292,163
420,235
100,310
356,479
228,414
532,616
276,243
148,430
404,391
84,399
340,308
212,396
52,50
180,431
436,401
116,118
372,179
12,51
524,476
140,418
396,62
76,255
332,294
204,64
460,628
44,26
556,125
300,218
108,107
236,220
492,505
28,636
540,453
284,53
156,99
348,101
220,484
476,172
60,455
572,321
188,216
124,106
252,128
508,28
2,182
130,68
386,149
66,490
322,624
194,455
450,653
290,294
418,35
98,394
354,264
226,201
482,169
146,139
402,262
82,249
338,85
306,180
178,149
434,235
242,122
10,470
522,398
394,427
74,110
330,121
202,372
42,246
298,285
170,61
426,326
106,105
362,342
234,180
490,399
26,296
538,453
154,72
410,168
90,506
346,613
218,60
474,105
58,431
122,106
378,556
250,49
6,429
134,200
390,4
70,347
582,11
326,483
198,432
294,622
166,344
102,98
230,25
278,164
406,176
86,73
342,248
214,444
54,280
566,89
310,260
438,623
118,32
246,136
502,613
14,264
270,94
142,169
398,328
78,138
590,508
334,48
206,435
46,5
558,276
302,345
430,128
110,239
366,430
238,80
286,411
158,207
414,158
350,213
222,392
62,414
574,45
318,207
190,190
126,59
382,148
254,132
513,373
129,184
65,60
577,314
321,450
193,284
33,397
545,312
289,94
161,273
417,491
353,228
225,208
17,340
145,367
401,187
81,503
209,125
305,418
177,71
433,187
369,185
241,130
137,27
393,283
73,6
585,90
329,223
201,439
41,460
169,279
425,235
105,484
233,446
537,236
281,271
345,573
217,6
57,35
313,41
185,325
441,298
121,449
377,11
249,467
5,8
261,391
133,30
389,223
69,109
581,363
325,470
293,189
421,148
101,364
357,504
277,215
405,428
341,74
213,206
565,236
309,268
181,171
117,363
373,461
269,83
141,136
77,280
333,297
205,435
557,15
301,390
429,447
365,393
237,54
493,276
541,313
157,205
349,334
221,4
61,97
573,321
445,45
381,269
253,241
3,372
259,240
131,116
387,460
67,5
323,612
451,654
35,272
291,53
163,464
355,219
227,444
531,206
147,163
403,463
83,241
339,344
211,72
51,17
307,249
179,373
435,215
371,124
243,16
499,317
395,486
75,182
331,651
203,614
459,627
43,199
555,108
299,260
171,64
427,329
363,121
235,69
491,9
283,123
155,87
411,87
59,26
571,148
315,450
187,440
443,108
123,117
379,269
251,485
507,17
519,191
135,285
71,302
583,11
199,503
551,85
295,342
167,314
423,168
103,176
359,39
23,304
535,58
279,341
151,461
407,62
87,51
343,216
215,127
55,7
183,615
247,278
15,88
271,598
143,271
335,261
207,217
47,200
559,245
303,365
431,635
111,507
367,502
239,447
31,23
95,109
351,101
223,298
63,52
575,190
127,122
255,293
511,652
