,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.543,0.0,50.0,0.0,0.511
split 1,0.0,50.0,0.0,0.5252,0.0,50.0,0.0,0.5749
split 2,0.0,50.0,0.0,0.5275,0.0,50.0,0.0,0.5306
split 3,0.0,50.0,0.0,0.5513,0.0,50.0,0.0,0.4665
split 4,0.0,50.0,0.0,0.5535,0.0,50.0,0.0,0.4659
split 5,0.0,50.0,0.0,0.5405,0.0,50.0,0.0,0.5234
mean,0.0,50.0,0.0,0.5402,0.0,50.0,0.0,0.5121
std,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0379
