,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5109,0.0,50.0,0.0,0.4924
split 1,0.0,50.0,0.0,0.5207,0.0,50.0,0.0,0.4844
split 2,0.0,50.0,0.0,0.5124,0.0,50.0,0.0,0.4956
split 3,0.0,50.0,0.0,0.5092,0.0,50.0,0.0,0.5459
split 4,0.0,50.0,0.0,0.5221,0.0,50.0,0.0,0.4346
split 5,0.0,50.0,0.0,0.4974,0.0,50.0,0.0,0.6061
mean,0.0,50.0,0.0,0.5121,0.0,50.0,0.0,0.5098
std,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0538
test mean,0.0,50.0,0.0,0.4991282019923863,0.0,50.0,0.0,0.48926834248376433
test std,0.0,1.529166373896289e-14,0.0,0.05803994778248427,0.0,2.1755839288168293e-14,0.0,0.04432279734342897
