,F1,Acc,precision,Auc
train tissue 0,77.97833935018052,80.44871794871794,89.25619834710743,0.9423076923076924
train tissue 1,78.67109634551494,80.28255528255531,85.67293777134587,0.9287469287469287
train tissue 2,82.72727272727273,80.51282051282053,74.2857142857143,0.8492307692307693
train tissue 3,89.85507246376814,89.89813242784379,90.2397260273973,0.966044142614601
train tissue 4,80.91603053435111,76.4150943396227,67.94871794871791,0.8384905660377358
train tissue 5,93.45794392523364,93.0,87.71929824561403,0.9266666666666667
train tissue 6,85.53459119496857,83.08823529411764,74.72527472527474,0.9558823529411764
train tissue 7,72.00000000000001,68.40277777777779,64.64088397790056,0.7552083333333334
train tissue 8,71.35135135135133,71.65775401069519,72.13114754098359,0.7807486631016042
train tissue 9,85.29226901319925,84.13559322033898,79.49619214997071,0.9267796610169492
train tissue 10,72.7986539540101,77.16572504708098,90.0138696255201,0.8907721280602638
train tissue 11,76.30522088353416,78.92857142857143,87.1559633027523,0.9166666666666667
train tissue 12,85.16129032258067,82.5757575757576,74.15730337078654,0.9292929292929292
train tissue 13,91.60305343511449,90.83333333333333,84.5070422535211,0.9809523809523808
train tissue 14,72.72727272727273,74.99999999999999,80.00000000000001,0.9115226337448559
train tissue 15,84.59099556119214,85.03694581280786,87.18954248366013,0.9211822660098523
train tissue 16,84.98402555910543,83.21428571428572,76.87861271676303,0.9428571428571427
train tissue 17,86.09271523178808,83.84615384615384,75.5813953488372,0.9676923076923077
train tissue 18,81.72043010752692,81.69856459330144,81.62291169451079,0.9222488038277513
train mean,81.77724340462976,81.37584306135695,80.16961746401988,0.908068054479032
train std,6.4704449345771895,6.011782092133584,7.5221184924416065,0.059430923230163454
test tissue 0,58.958068614993664,69.89748369058714,92.61477045908184,0.8946877912395155
test tissue 1,94.29037520391516,94.28104575163398,94.13680781758957,0.9730392156862746
test tissue 2,55.033557046979865,68.22493224932249,94.09836065573771,0.9512195121951219
test tissue 3,32.535885167464116,58.52941176470593,87.17948717948718,0.8588235294117648
test tissue 4,80.87291399229781,79.30555555555556,75.17899761336515,0.851111111111111
test tissue 5,77.33934611048483,74.36224489795917,69.29292929292934,0.8698979591836737
test tissue 6,93.90243902439023,93.5064935064935,88.50574712643677,0.9682539682539681
test tissue 7,63.41463414634148,71.1538461538462,86.66666666666669,0.8560439560439562
test mean,69.5434024133584,76.157626696263,85.95922085141177,0.9028846303906733
test std,19.76301133119397,11.621548750007584,8.513721856954902,0.0493739712683237
