,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,83.87,83.15,80.44,0.8963,57.63,67.53,82.93,0.8243
split 1,81.59,81.01,79.19,0.8957,80.66,76.02,67.59,0.9105
split 2,82.99,82.34,80.04,0.8974,71.13,72.84,75.93,0.82
split 3,0.0,50.0,0.0,0.7171,0.0,50.0,0.0,0.626
split 4,81.67,81.08,79.19,0.8883,74.45,73.54,71.98,0.8183
split 5,81.97,81.36,79.38,0.8863,79.92,78.41,74.69,0.8642
mean,68.68,76.49,66.37,0.8635,60.63,69.72,62.19,0.8106
std,30.73,11.87,29.69,0.0656,28.16,9.43,28.19,0.0887
