,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.445,0.0,50.0,0.0,0.4691
split 1,0.0,50.0,0.0,0.4687,0.0,50.0,0.0,0.3574
split 2,0.0,50.0,0.0,0.4519,0.0,50.0,0.0,0.4431
split 3,0.0,50.0,0.0,0.5443,0.0,50.0,0.0,0.5533
split 4,0.0,50.0,0.0,0.5422,0.0,50.0,0.0,0.5834
split 5,0.0,50.0,0.0,0.5446,0.0,50.0,0.0,0.395
mean,0.0,50.0,0.0,0.4994,0.0,50.0,0.0,0.4669
std,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.0804
test mean,0.0,49.99999999999999,0.0,0.5520917633870482,0.0,50.00000000000001,0.0,0.49161612142809324
test std,0.0,1.6623791107849736e-14,0.0,0.08433022476618027,0.0,2.1167734743366723e-14,0.0,0.08598465273274887
