,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5514,0.0,50.0,0.0,0.5043
split 1,0.0,50.0,0.0,0.5443,0.0,50.0,0.0,0.4564
split 2,0.0,50.0,0.0,0.5501,0.0,50.0,0.0,0.5014
split 3,0.0,50.0,0.0,0.5304,0.0,50.0,0.0,0.4647
split 4,0.0,50.0,0.0,0.536,0.0,50.0,0.0,0.5172
split 5,0.0,50.0,0.0,0.5156,0.0,50.0,0.0,0.5594
mean,0.0,50.0,0.0,0.538,0.0,50.0,0.0,0.5006
std,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0341
test mean,0.0,50.0,0.0,0.5219259223517839,0.0,50.0,0.0,0.4350041845374628
test std,0.0,1.8078648421039906e-14,0.0,0.07862187941591926,0.0,1.5280799322856756e-14,0.0,0.06368702445017316
