,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,29.08,47.64,0.0,39.61,36.94,24.84,36.13,0.0,38.4,0.5591,20.93,40.5,0.0,22.29,28.23,18.1,29.53,0.0,24.76,0.5162
split 1,45.6,48.15,47.8,40.84,45.84,45.99,43.94,48.07,45.97,0.6397,38.47,42.68,32.92,39.81,38.74,38.71,38.59,35.56,42.0,0.5546
split 2,45.06,46.48,48.9,39.79,45.36,45.48,43.42,46.84,46.19,0.6349,28.21,35.86,37.78,10.99,31.54,31.7,29.27,34.56,31.28,0.4947
split 3,17.17,1.43,50.09,0.0,33.51,27.65,49.52,33.43,0.0,0.5159,16.67,0.0,50.0,0.0,33.33,11.11,0.0,33.33,0.0,0.4834
split 4,50.33,51.34,53.21,46.45,50.48,50.53,49.01,51.66,50.92,0.6821,30.89,43.19,25.26,24.21,33.7,34.64,32.9,32.78,38.24,0.5294
mean,37.45,39.01,40.0,33.34,42.43,38.9,44.4,36.0,36.3,0.6063,27.03,32.45,29.19,19.46,33.11,26.85,26.06,27.25,27.26,0.5157
std,12.42,18.86,20.08,16.86,6.24,10.52,4.84,19.03,18.59,0.0601,7.64,16.43,16.66,13.38,3.42,10.48,13.46,13.66,14.85,0.0252
