,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,83.74,83.21,81.19,0.8943,56.72,67.3,83.83,0.8281
split 1,81.72,81.29,79.88,0.9011,80.85,76.32,67.86,0.9094
split 2,83.02,82.22,79.48,0.8964,70.64,72.49,75.73,0.8192
split 3,82.62,82.08,80.22,0.884,78.74,77.5,74.63,0.869
split 4,81.26,80.73,79.12,0.8865,75.17,74.54,73.35,0.8281
split 5,81.81,81.22,79.33,0.8863,79.4,78.11,74.98,0.8667
mean,82.36,81.79,79.87,0.8914,73.59,74.38,75.06,0.8534
std,0.85,0.82,0.69,0.0062,8.25,3.68,4.7,0.0316
