,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.565,0.0,50.0,0.0,0.5058
split 1,2.21,50.45,83.15,0.5244,3.09,49.4,36.41,0.4197
split 2,0.0,50.0,0.0,0.5547,0.0,50.0,0.0,0.4332
split 3,0.0,50.0,0.0,0.5189,0.0,50.0,0.0,0.5308
split 4,0.0,50.0,0.0,0.5501,0.0,50.0,0.0,0.4269
split 5,0.0,50.0,0.0,0.5264,0.0,50.0,0.0,0.4387
mean,0.37,50.07,13.86,0.5399,0.51,49.9,6.07,0.4592
std,0.82,0.17,30.99,0.0174,1.15,0.22,13.57,0.0428
test mean,0.0,50.0,0.0,0.5295208371661158,0.0,50.0,0.0,0.4827455419550474
test std,0.0,1.6054591898650453e-14,0.0,0.1069582478454218,0.0,8.331852114593072e-15,0.0,0.07810229354373292
