,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.53,51.61,38.76,34.22,43.79,47.25,39.44,53.13,49.19,0.6429,26.0,44.1,24.28,9.62,31.71,31.11,32.43,29.62,31.26,0.5063
split 1,36.87,50.61,22.16,37.86,41.16,47.56,37.51,59.07,46.09,0.6263,26.62,44.56,17.64,17.64,31.39,29.51,33.08,28.88,26.57,0.4834
split 2,42.08,48.81,37.02,40.42,43.14,45.03,39.9,51.67,43.54,0.6348,30.88,30.43,21.98,40.23,32.34,31.85,32.45,29.86,33.22,0.4879
split 3,38.1,49.12,26.7,38.46,40.84,43.65,37.79,48.9,44.27,0.6168,31.5,47.65,26.03,20.81,36.23,38.13,34.89,39.11,40.4,0.5744
split 4,39.83,50.81,34.87,33.8,42.18,44.63,39.08,50.2,44.6,0.6272,32.65,45.67,19.29,32.99,35.96,36.4,34.74,33.7,40.76,0.5482
split 5,37.76,50.33,29.84,33.11,41.1,45.53,37.44,52.93,46.22,0.6282,29.94,41.3,12.55,35.96,33.07,31.63,35.18,27.75,31.96,0.5154
mean,39.36,50.21,31.56,36.31,42.04,45.61,38.53,52.65,45.65,0.6294,29.6,42.29,20.3,26.21,33.45,33.1,33.79,31.49,34.03,0.5193
std,1.94,0.97,5.88,2.73,1.11,1.39,0.98,3.23,1.85,0.008,2.47,5.63,4.47,10.92,1.94,3.08,1.17,3.87,5.07,0.0325
test mean,33.336203552434675,49.39852313874267,24.085153111916494,26.52493440664485,39.14204039243373,44.392340122368545,36.94918259315091,51.49201703811008,44.73582073584466,0.618143421445558,25.914571154905587,46.41705866215509,14.636592624740594,16.690062177821073,33.33359420597422,28.454052080162572,33.44429586372495,25.501896852170486,26.41596352459229,0.5265495502035289
test std,4.689585283316971,5.159453218101659,14.482007130892299,14.477744436428736,3.624719452531608,10.870143940087623,4.780027040880638,26.525403155243858,22.587197372690742,0.04894283278184234,5.5522197850090595,2.171444702730114,10.40565165685545,14.030865437319699,3.4546550498277617,6.891843941607718,2.191224935134452,13.475514038686397,16.505417138025653,0.039274633938691066
