,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,48.9924161212212,50.57244673591631,45.27273567040782,51.13206595733948,49.04509283819626,50.38664063441835,44.26599415980889,47.393869064887326,59.50005867855883,0.6308829654310705
test tissue 1,48.29418381286829,59.319616179468795,49.23789340312079,36.32504185601528,49.64449754413913,49.309642065779634,52.66376732807829,46.75441863129849,48.51074023796214,0.6889715160138526
test tissue 2,48.209470445391354,45.858825678020295,46.886740469869245,51.88284518828452,48.42293906810034,48.87722155055295,46.751070564140775,53.16369419516073,46.716899892357375,0.6783998602498036
test tissue 3,47.72895388284073,42.857724673198575,50.28187305487197,50.047263920451634,48.10094581525903,49.412695257408835,51.904820915527225,42.89226450125219,53.44100035544709,0.6508017819062146
test tissue 4,33.742552560380716,34.48069141229955,34.825327510917035,31.921638757925557,33.95209703526134,36.842038129878745,29.042709867452132,34.36882743760102,47.11457708458308,0.5337456597222222
test tissue 5,51.238598731054175,51.674958540630186,60.52026190054859,41.520575751983756,51.38011695906432,51.27823144365322,48.993710691823914,61.04962513388078,43.79135850525495,0.7353355783538256
test tissue 6,53.024163863562556,53.42097143390197,51.8964372648816,53.7550828919041,53.11524566843716,54.623350678900444,50.15427316455364,64.05550092865727,49.660277943490435,0.7180370958143226
test tissue 7,51.82252237153002,50.89596830353632,61.276854162562664,43.294744648491076,52.369254250568844,51.84671581713324,51.340865326558735,56.39174848563828,47.807533639202695,0.694614663223751
test mean,47.88160772360612,48.635150369621506,50.02476542964745,44.984907371549426,48.25377364737831,49.07206694721568,46.889651502242955,50.75874354729701,49.56780579210708,0.6663486400893829
test std,5.642404994024298,7.0409700716964565,7.940444532000503,7.486763640819746,5.673351517527907,4.935771626220008,7.235386740162166,9.206576276783604,4.546827452482341,0.05912905152419051
