,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.21,26.63,41.79,40.21,37.58,39.15,44.55,37.58,35.32,0.5599,24.33,2.63,32.4,37.95,29.78,52.91,100.0,27.88,30.83,0.4757
split 1,35.61,33.58,27.19,46.06,37.27,37.12,37.76,36.13,37.46,0.5476,32.25,41.9,6.78,48.05,38.36,37.42,42.31,33.33,36.63,0.5393
split 2,40.1,38.17,37.62,44.51,40.13,40.3,41.47,35.83,43.6,0.5727,36.86,41.16,33.86,35.56,36.88,37.38,41.91,38.05,32.18,0.5348
split 3,38.65,42.09,28.68,45.19,39.62,39.65,37.09,38.74,43.11,0.5745,25.01,0.0,37.74,37.29,31.25,20.91,0.0,32.68,30.05,0.4698
split 4,34.6,46.28,10.14,47.38,39.7,38.77,38.34,36.26,41.71,0.5692,27.69,37.5,14.0,31.58,30.52,33.47,31.2,41.18,28.04,0.4495
split 5,34.38,40.04,16.28,46.82,37.92,37.47,39.48,35.54,37.39,0.5534,23.41,24.69,2.2,43.35,30.23,26.17,26.32,20.0,32.2,0.476
mean,36.59,37.8,26.95,45.03,38.71,38.74,39.78,36.68,39.77,0.5629,28.26,24.65,21.16,38.96,32.84,34.71,40.29,32.19,31.66,0.4909
std,2.1,6.3,11.06,2.36,1.14,1.13,2.55,1.12,3.17,0.01,4.82,17.45,14.02,5.35,3.44,10.09,30.2,6.88,2.64,0.0339
