plant,time point,dividing parent cell,parent neighbor,dividingCellArea,neighbourCellArea,sharedWall,distance,dividingCellPerimeter,neighbourCellPerimeter
p3 FM6 flower 1,0,13748,13540,38.4688,26.1758,1.88311,7.530195636900809,81800,95552
p3 FM6 flower 1,0,13748,13742,38.4688,44.6728,5.46489,6.381747856191123,81800,81789
p3 FM6 flower 1,0,13748,13743,38.4688,45.8795,5.12828,6.796456381085661,81800,68150
p3 FM6 flower 1,0,13748,13766,38.4688,41.6972,7.76121,5.588932902621032,81800,95597
p3 FM6 flower 1,0,13359,13358,65.97,41.7649,7.20585,7.415462655771112,82113,81602
p3 FM6 flower 1,0,13359,13709,65.97,52.2723,7.79744,7.159361876947488,82113,81273
p3 FM6 flower 1,0,13359,13728,65.97,98.9032,9.55963,8.37690517530884,82113,96108
p3 FM6 flower 1,0,13359,13739,65.97,48.0027,4.33586,8.746958603283538,82113,81704
p3 FM6 flower 1,0,13359,13745,65.97,61.2707,3.12296,9.991979524799072,82113,95905
p3 FM6 flower 1,0,13359,13834,65.97,53.5981,2.4715,9.778922534730299,82113,82168
p3 FM6 flower 1,0,13628,13634,66.3524,60.9099,10.0835,5.970077082416945,68941,82518
p3 FM6 flower 1,0,13628,13826,66.3524,86.4875,5.06689,10.511056118678082,68941,109709
p3 FM6 flower 1,0,13628,13828,66.3524,56.2798,4.96684,9.794949460492386,68941,109892
p3 FM6 flower 1,0,13628,13833,66.3524,43.7445,9.37609,5.875000246331912,68941,68939
p3 FM6 flower 1,0,13656,13246,56.472,32.8094,3.75952,7.861244676574825,81316,81708
p3 FM6 flower 1,0,13656,13266,56.472,48.017,5.40798,7.408206161440158,81316,82012
p3 FM6 flower 1,0,13656,13649,56.472,46.6853,3.36571,8.211317870695304,81316,68637
p3 FM6 flower 1,0,13656,13661,56.472,67.2798,6.16131,7.87299337106923,81316,81582
p3 FM6 flower 1,0,13656,13662,56.472,41.5857,5.91596,7.063894986684043,81316,67105
p3 FM6 flower 1,0,13656,13832,56.472,56.6602,6.11919,7.6762354539448605,81316,95680
p3 FM6 flower 1,0,13828,13628,56.2798,66.3524,4.96684,9.794949460492386,109892,68941
p3 FM6 flower 1,0,13828,13634,56.2798,60.9099,4.64253,9.062850722129324,109892,82518
p3 FM6 flower 1,0,13828,13649,56.2798,46.6853,10.0787,5.55292667789698,109892,68637
p3 FM6 flower 1,0,13828,13660,56.2798,57.7194,4.19794,9.704621189311052,109892,81902
p3 FM6 flower 1,0,13828,13827,56.2798,38.3836,0.488342,9.931186562183793,109892,81883
p3 FM6 flower 1,0,13828,13829,56.2798,71.1287,9.37525,7.737081073867587,109892,82510
p3 FM6 flower 1,0,13828,13832,56.2798,56.6602,2.87046,10.564229000968314,109892,95680
p3 FM6 flower 1,0,13828,13833,56.2798,43.7445,0.466385,12.114475888060536,109892,68939
p3 FM6 flower 1,0,13212,13306,26.864,48.3926,4.24976,6.408285257664487,81634,81231
p3 FM6 flower 1,0,13212,13540,26.864,26.1758,1.04437,6.408709565435154,81634,95552
p3 FM6 flower 1,0,13212,13575,26.864,23.0592,4.14349,5.416309777708437,81634,67481
p3 FM6 flower 1,0,13212,13759,26.864,36.2983,6.03495,5.170494400818941,81634,68018
p3 FM6 flower 1,0,13212,13767,26.864,30.1162,0.846462,7.684886017768905,81634,81797
p3 FM6 flower 1,0,13762,13629,32.5728,20.8264,2.98614,6.342377171069218,68576,68639
p3 FM6 flower 1,0,13762,13745,32.5728,61.2707,4.91479,7.555707855020341,68576,95905
p3 FM6 flower 1,0,13762,13760,32.5728,29.6585,6.31181,5.196201051816605,68576,82392
p3 FM6 flower 1,0,13688,13299,54.835,69.7768,3.67778,10.368722313231268,81002,80569
p3 FM6 flower 1,0,13688,13326,54.835,43.6528,3.65546,8.207060261512648,81002,81496
p3 FM6 flower 1,0,13688,13327,54.835,53.6323,5.02001,8.552594957648813,81002,80693
p3 FM6 flower 1,0,13688,13673,54.835,50.7572,7.69275,6.401814029507575,81002,80860
p3 FM6 flower 1,0,13688,13681,54.835,43.1604,6.03143,7.730147961074225,81002,81688
p3 FM6 flower 1,0,13688,13696,54.835,32.8612,5.38899,6.557406119503352,81002,81419
p3 FM6 flower 1,0,13827,13265,38.3836,49.2493,7.32992,5.655198362073602,81883,82154
p3 FM6 flower 1,0,13827,13647,38.3836,43.5415,1.6441,8.375194985318254,81883,82579
p3 FM6 flower 1,0,13827,13654,38.3836,32.3313,5.66562,5.885228980328633,81883,68068
p3 FM6 flower 1,0,13827,13660,38.3836,57.7194,3.75775,8.154382737290726,81883,81902
p3 FM6 flower 1,0,13827,13828,38.3836,56.2798,0.488342,9.931186562183793,81883,109892
p3 FM6 flower 1,0,13827,13829,38.3836,71.1287,7.04774,7.80666591728505,81883,82510
p3 FM6 flower 1,0,13709,13317,52.2723,44.591,2.14194,8.444456108354224,81273,81040
p3 FM6 flower 1,0,13709,13358,52.2723,41.7649,2.27315,8.65954526253665,81273,81602
p3 FM6 flower 1,0,13709,13359,52.2723,65.97,7.79744,7.159361876947488,81273,82113
p3 FM6 flower 1,0,13709,13697,52.2723,50.9959,7.76237,6.2127885755658045,81273,67995
p3 FM6 flower 1,0,13709,13708,52.2723,39.8538,6.11102,7.435246484223707,81273,67066
p3 FM6 flower 1,0,13709,13834,52.2723,53.5981,5.12165,8.446142300151056,81273,82168
p3 FM6 flower 1,0,13745,13359,61.2707,65.97,3.12296,9.991979524799072,95905,82113
p3 FM6 flower 1,0,13745,13728,61.2707,98.9032,4.69066,9.933730850991285,95905,96108
p3 FM6 flower 1,0,13745,13739,61.2707,48.0027,9.52591,5.972811769082967,95905,81704
p3 FM6 flower 1,0,13745,13760,61.2707,29.6585,1.50477,9.05456650820767,95905,82392
p3 FM6 flower 1,0,13745,13762,61.2707,32.5728,4.91479,7.555707855020341,95905,68576
p3 FM6 flower 1,0,13745,13778,61.2707,74.7722,6.26917,8.944595561774491,95905,68865
p3 FM6 flower 1,0,13634,13628,60.9099,66.3524,10.0835,5.970077082416945,82518,68941
p3 FM6 flower 1,0,13634,13828,60.9099,56.2798,4.64253,9.062850722129324,82518,109892
p3 FM6 flower 1,0,13634,13829,60.9099,71.1287,6.18738,8.1570905511708,82518,82510
p3 FM6 flower 1,0,13766,13539,41.6972,27.6979,3.09874,6.945333693358437,95597,95444
p3 FM6 flower 1,0,13766,13540,41.6972,26.1758,1.73487,8.036408572241706,95597,95552
p3 FM6 flower 1,0,13766,13575,41.6972,23.0592,3.74295,6.07975597043171,95597,67481
p3 FM6 flower 1,0,13766,13657,41.6972,48.2795,3.78421,7.606388884884867,95597,81832
p3 FM6 flower 1,0,13766,13748,41.6972,38.4688,7.76121,5.588932902621032,95597,81800
p3 FM6 flower 1,0,13766,13765,41.6972,23.9053,3.24188,6.739440374660198,95597,68532
p3 FM6 flower 1,0,13766,13773,41.6972,26.13,4.09878,6.442037410051265,95597,54870
p3 FM6 flower 1,0,13726,13331,42.9189,36.8172,2.91135,8.065404174621378,94950,81865
p3 FM6 flower 1,0,13726,13345,42.9189,49.8167,4.2086,7.923150748281896,94950,68214
p3 FM6 flower 1,0,13726,13371,42.9189,37.4011,3.28091,7.3175719265340975,94950,82055
p3 FM6 flower 1,0,13726,13707,42.9189,37.0397,3.47803,7.128615153029368,94950,67802
p3 FM6 flower 1,0,13726,13723,42.9189,38.0303,3.13157,7.922482112318083,94950,80857
p3 FM6 flower 1,0,13726,13742,42.9189,44.6728,7.82158,5.969315093878025,94950,81789
p3 FM6 flower 1,0,13767,13212,30.1162,26.864,0.846462,7.684886017768905,81797,81634
p3 FM6 flower 1,0,13767,13629,30.1162,20.8264,5.28223,4.712729064607891,81797,68639
p3 FM6 flower 1,0,13767,13750,30.1162,38.5683,0.388656,7.3729873026067265,81797,96250
p3 FM6 flower 1,0,13767,13759,30.1162,36.2983,5.88198,5.796047203016902,81797,68018
p3 FM6 flower 1,0,13767,13760,30.1162,29.6585,5.9338,5.498610881340852,81797,82392
p3 FM6 flower 1,0,13723,13326,38.0303,43.6528,5.8871,6.093840372868326,80857,81496
p3 FM6 flower 1,0,13723,13355,38.0303,50.2545,4.50772,8.226472139380284,80857,94546
p3 FM6 flower 1,0,13723,13371,38.0303,37.4011,8.03291,5.004771657128827,80857,82055
p3 FM6 flower 1,0,13723,13372,38.0303,33.5545,0.439163,7.935020163175391,80857,81674
