,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5464,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5206
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5402,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5519
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5513,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5138
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5464,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5254
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5436,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5178
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5463,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5063
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5457,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5226
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144
test mean,16.66666666666667,49.99999999999999,0.0,0.0,33.333333333333336,11.111111111111112,33.33333333333334,0.0,0.0,0.5534287493647012,16.666666666666657,49.99999999999997,0.0,0.0,33.33333333333332,11.111111111111104,33.33333333333331,0.0,0.0,0.528673338676735
test std,1.5442963036503565e-14,4.3800795900274466e-14,0.0,0.0,8.150484158540001e-15,1.2685725232129475e-14,3.8678319873788874e-14,0.0,0.0,0.03932196559258531,1.74499372324175e-14,5.23347404973728e-14,0.0,0.0,8.331852114593072e-15,1.4954667051798807e-14,4.521866281009272e-14,0.0,0.0,0.03738497296774878
