,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5545,0.0,50.0,0.0,0.5609
split 1,0.0,50.0,0.0,0.5521,0.0,50.0,0.0,0.5566
split 2,0.0,50.0,0.0,0.565,0.0,50.0,0.0,0.5073
split 3,0.0,50.0,0.0,0.57,0.0,50.0,0.0,0.4925
split 4,0.0,50.0,0.0,0.555,0.0,50.0,0.0,0.5172
split 5,0.0,50.0,0.0,0.5436,0.0,50.0,0.0,0.5857
mean,0.0,50.0,0.0,0.5567,0.0,50.0,0.0,0.5367
std,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0331
test mean,0.0,50.0,0.0,0.5550330848123333,0.0,50.000000000000014,0.0,0.47906012517116187
test std,0.0,1.363836858469928e-14,0.0,0.09194879256112787,0.0,2.086746797486457e-14,0.0,0.1125604297377328
