,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.09,50.31,2.41,4.55,34.16,45.36,33.74,49.17,53.17,0.5863,16.69,50.08,0.0,0.0,33.33,11.13,33.4,0.0,0.0,0.5173
split 1,22.33,50.35,1.02,15.62,34.86,38.53,34.33,40.63,40.64,0.5744,18.99,48.09,0.0,8.9,32.53,24.26,32.48,0.0,40.3,0.5656
split 2,16.94,50.01,0.8,0.0,33.41,28.82,33.36,53.1,0.0,0.5824,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5364
split 3,21.72,50.42,0.76,14.0,34.94,44.04,34.16,51.03,46.95,0.5747,17.7,49.82,1.73,1.55,33.26,30.82,33.39,38.07,20.99,0.5643
split 4,20.31,50.41,1.42,9.09,34.52,41.08,33.95,39.2,50.08,0.5838,18.22,49.0,0.0,5.67,32.43,17.77,33.14,0.0,20.16,0.5015
split 5,17.25,50.04,0.36,1.36,33.48,38.39,33.41,36.38,45.37,0.5808,16.63,49.9,0.0,0.0,33.0,11.12,33.36,0.0,0.0,0.5188
mean,19.61,50.26,1.13,7.44,34.23,39.37,33.83,44.91,39.37,0.5804,17.49,49.48,0.29,2.69,32.98,17.7,33.18,6.35,13.57,0.534
std,2.05,0.17,0.66,5.96,0.61,5.38,0.36,6.41,18.03,0.0044,0.9,0.72,0.64,3.42,0.37,7.58,0.33,14.19,15.08,0.0241
test mean,17.923290593664795,50.20803643908659,1.2517415328918515,2.3100938090159353,33.6408512897044,17.714668674355405,33.65967329168103,6.750343695356773,12.733989036028401,0.5843140020592064,17.302543561847788,50.05540874336882,0.0,1.8522219421745365,33.356588933097555,17.62421051605871,33.48773881940154,0.0,19.384892728774588,0.5119777486196377
test std,2.35036074146253,1.1488547179914377,3.9316762282016064,5.077775933072754,1.283972213653116,11.542536196382502,0.9259287552767359,16.546380871174886,25.874058130391145,0.04459210305785753,0.8540859103147194,0.7328800929554709,0.0,2.619320598177832,0.5295140345682124,10.95748485464709,0.5500890089144618,0.0,32.877070994726154,0.033029253762739706
