,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.81,53.36,31.42,37.65,43.86,47.02,40.38,50.61,50.08,0.6412,25.69,44.87,2.49,29.71,32.38,26.89,33.64,15.88,31.15,0.5062
split 1,40.72,50.8,37.76,33.6,42.84,45.34,39.26,49.97,46.78,0.6275,28.55,36.27,23.17,26.2,29.56,29.85,29.84,25.62,34.08,0.4579
split 2,38.62,51.35,29.32,35.19,41.88,45.39,38.5,49.89,47.78,0.6334,32.46,43.33,29.8,24.25,34.49,34.63,34.13,37.63,32.12,0.5251
split 3,39.21,50.83,32.3,34.5,41.69,43.55,39.18,46.09,45.37,0.628,23.57,48.27,7.95,14.49,33.53,33.66,33.38,26.58,41.03,0.5573
split 4,38.8,51.52,28.16,36.71,42.14,45.76,38.63,50.07,48.59,0.6252,30.09,49.56,17.1,23.61,34.67,32.62,37.83,32.29,27.74,0.5324
split 5,38.35,50.33,32.35,32.38,41.55,46.37,37.34,51.56,50.23,0.632,31.97,38.84,31.43,25.63,33.12,34.53,32.22,31.21,40.15,0.478
mean,39.42,51.37,31.89,35.0,42.33,45.57,38.88,49.7,48.14,0.6312,28.72,43.52,18.66,23.98,32.96,32.03,33.51,28.2,34.38,0.5095
std,0.99,0.97,3.04,1.78,0.8,1.08,0.92,1.71,1.73,0.0052,3.22,4.75,10.69,4.67,1.71,2.81,2.39,6.78,4.78,0.0335
test mean,36.117244292505276,50.95564151736617,28.457855057508603,28.938236302641037,41.06018237748639,46.22397118502668,38.632105277201816,55.274138280803776,44.765669997074426,0.6232251443962937,30.056765401472212,46.01646481828026,27.46315782287389,16.690673563262486,35.50773275614472,34.941051285933185,34.595827537869866,43.17098021404503,27.056346105884664,0.5304975879245161
test std,6.910324599640277,3.360595558584681,13.036037250604217,13.636778308465901,4.562257018389815,8.012053009403315,5.1649709116707285,19.626874483540558,15.121868957440457,0.04756399934301473,4.899775887136772,5.8158171872423186,10.861910974568426,10.18654589841481,3.5935296614661456,5.0717965711879165,2.3072942596584576,13.352431824261489,12.984153349451725,0.036221442361931824
