,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4975,0.0,50.0,0.0,0.5712
split 1,0.0,50.0,0.0,0.4848,0.0,50.0,0.0,0.4468
split 2,0.0,50.0,0.0,0.4921,0.0,50.0,0.0,0.5679
split 3,0.0,50.0,0.0,0.4707,0.0,50.0,0.0,0.5198
split 4,0.0,50.0,0.0,0.4928,0.0,50.0,0.0,0.4751
split 5,0.0,50.0,0.0,0.4807,0.0,50.0,0.0,0.58
mean,0.0,50.0,0.0,0.4864,0.0,50.0,0.0,0.5268
std,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.051
test mean,0.0,50.0,0.0,0.4824421857453525,0.0,49.99999999999999,0.0,0.5205641941294405
test std,0.0,1.686185274042142e-14,0.0,0.08707448625254065,0.0,1.5485919901226005e-14,0.0,0.03852999677681708
