,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5388,0.0,50.0,0.0,0.5233
split 1,0.0,50.0,0.0,0.5514,0.0,50.0,0.0,0.5788
split 2,0.0,50.0,0.0,0.5568,0.0,50.0,0.0,0.4832
split 3,0.0,50.0,0.0,0.5777,0.0,50.0,0.0,0.469
split 4,0.0,50.0,0.0,0.5462,0.0,50.0,0.0,0.4938
split 5,0.0,50.0,0.0,0.546,0.0,50.0,0.0,0.4853
mean,0.0,50.0,0.0,0.5528,0.0,50.0,0.0,0.5055
std,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0367
test mean,0.0,50.0,0.0,0.5544888896970468,0.0,50.00000000000001,0.0,0.525588987687077
test std,0.0,1.5550132698718232e-14,0.0,0.06159064528594312,0.0,1.5485919901226005e-14,0.0,0.04309883134219964
