,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.88,51.51,32.59,41.53,44.03,47.08,40.08,53.0,48.17,0.6469,31.48,41.97,20.39,32.09,33.38,32.84,34.69,31.64,32.2,0.505
split 1,39.39,50.88,27.39,39.9,42.38,46.0,38.9,52.93,46.17,0.6312,27.15,43.23,12.13,26.1,32.13,32.29,31.81,31.7,33.36,0.5742
split 2,32.96,50.78,5.34,42.76,40.46,52.65,37.38,73.86,46.71,0.64,28.97,45.59,8.1,33.21,34.85,39.81,34.19,50.44,34.8,0.5169
split 3,40.41,52.35,31.18,37.71,43.1,45.5,40.27,50.1,46.12,0.6382,31.88,37.33,15.74,42.59,35.18,38.62,32.69,47.39,35.78,0.5462
split 4,35.63,50.66,17.44,38.78,40.62,46.02,37.62,55.23,45.21,0.6316,28.04,49.03,2.13,32.96,34.91,26.68,36.91,7.26,35.87,0.552
split 5,41.76,52.74,30.17,42.37,44.45,48.0,40.89,55.94,47.18,0.6443,25.64,43.19,21.69,12.04,30.93,29.51,31.53,32.73,24.29,0.5028
mean,38.67,51.49,24.02,40.51,42.51,47.54,39.19,56.84,46.59,0.6387,28.86,43.39,13.36,29.83,33.56,33.29,33.63,33.53,32.72,0.5329
std,3.3,0.8,9.71,1.86,1.54,2.43,1.34,7.84,0.93,0.0059,2.24,3.55,6.83,9.31,1.59,4.66,1.86,14.0,3.99,0.0264
test mean,34.4748041989074,51.365611136007956,16.251157951569887,35.807643509144384,40.63275158982829,43.82532665929017,38.83498547625372,47.541764929674734,45.09922957194207,0.6404394346679837,28.651113193888268,46.98316386062794,14.571417050694116,24.398758670342747,35.07398950422166,41.279637589003244,34.239929891650455,56.96234441124872,32.63663846411056,0.5263208634756924
test std,7.446520326166954,3.913737924758641,15.978998161754326,11.194719190144538,5.444145103229672,13.075259336874014,5.037468426987574,33.906000172942555,14.145869888594758,0.04292030476682862,4.151200639064998,5.879872306199343,8.137832307256458,9.06465208939784,4.334781112888351,10.42666881104363,4.131718927336143,32.267547270679394,6.373641632405368,0.04077375480481618
