,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.77,49.9,0.0,0.4,33.29,23.74,33.28,0.0,37.94,0.5841,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4974
split 1,26.97,50.66,18.04,12.21,36.77,46.27,34.91,47.6,56.32,0.5749,26.75,50.51,26.16,3.59,36.32,37.63,35.44,40.9,36.56,0.5891
split 2,33.38,51.01,28.74,20.37,39.02,42.61,36.82,46.32,44.68,0.5947,23.71,48.18,8.28,14.68,32.5,28.56,34.04,24.99,26.66,0.5246
split 3,21.01,50.27,0.79,11.97,34.63,44.24,33.97,52.37,46.37,0.5853,17.4,49.23,0.0,2.97,32.52,20.91,33.11,0.0,29.62,0.469
split 4,28.56,50.4,26.68,8.62,37.04,42.66,35.46,43.01,49.5,0.5828,22.35,49.41,13.35,4.29,34.34,38.58,33.66,43.18,38.89,0.5386
split 5,37.36,50.65,25.34,36.1,40.7,43.21,38.69,49.08,41.86,0.591,29.79,42.66,17.12,29.59,32.84,36.88,34.24,48.57,27.84,0.5464
mean,27.34,50.48,16.6,14.94,36.91,40.45,35.52,39.73,46.11,0.5855,22.78,48.33,10.82,9.19,33.64,28.95,33.97,26.27,26.59,0.5275
std,6.96,0.35,11.92,11.14,2.49,7.58,1.8,17.99,5.81,0.0063,4.7,2.64,9.33,10.2,1.35,10.12,0.76,19.91,12.7,0.0379
test mean,19.358087182570166,49.458886446559234,4.00550195774785,4.609873143403415,33.525622732320095,28.037232522574648,33.35790798260899,21.8687104519848,28.88507913313016,0.5827866901694972,19.730618752278556,49.286153131974565,4.295079643265929,5.61062348159517,33.63565795332595,28.39008513341851,33.34976831463006,28.214622757216468,23.605864328408995,0.548816121707672
test std,3.216079863443588,1.9104797267466347,5.421194307240353,6.362091519098103,2.4271929081159174,17.579588583272447,1.2671034382479518,27.547442269333132,36.97227062673372,0.06368484463629678,3.537096727588256,1.4398673637355122,4.752528797459183,10.737985422709757,2.0640777717387673,14.749819379537561,0.9021748074819076,37.651545190050726,35.17911661354291,0.04383369362805863
