,F1,Acc,precision,Auc
train tissue 0,89.53367875647668,89.20940170940169,86.92152917505028,0.9551282051282052
train tissue 1,72.81672816728168,72.85012285012286,72.9064039408867,0.7985257985257982
train tissue 2,78.19548872180454,77.6923076923077,76.47058823529413,0.8697435897435899
train tissue 3,88.28663298116675,89.17657045840407,96.1961961961962,0.9728353140916809
train tissue 4,79.57460118861431,75.35849056603777,67.94871794871791,0.8520754716981132
train tissue 5,87.71929824561401,85.99999999999999,78.12499999999997,0.9400000000000001
train tissue 6,83.95061728395062,80.88235294117648,72.3404255319149,0.9294117647058822
train tissue 7,65.625,69.44444444444446,74.99999999999999,0.7939814814814814
train tissue 8,64.64454976303313,66.75579322638146,69.02834008097163,0.7843137254901958
train tissue 9,85.96769084573963,84.9830508474576,80.67776456599287,0.934915254237288
train tissue 10,81.29921259842521,82.10922787193974,85.15463917525773,0.9077212806026367
train tissue 11,84.04384896467724,84.4047619047619,86.03491271820451,0.8880952380952383
train tissue 12,85.16129032258067,82.5757575757576,74.15730337078654,0.920875420875421
train tissue 13,90.9090909090909,90.00000000000003,83.33333333333331,0.9940476190476191
train tissue 14,71.28712871287128,73.14814814814815,76.59574468085107,0.8786008230452673
train tissue 15,77.66032417195208,80.48029556650245,90.77429983525533,0.9174876847290641
train tissue 16,84.08851422550055,82.02380952380953,75.42533081285447,0.9261904761904761
train tissue 17,88.43537414965986,86.92307692307692,79.26829268292684,0.9561538461538461
train tissue 18,82.29299363057329,83.3732057416268,88.01089918256135,0.9150717703349284
train mean,81.13116124415856,80.91530621007144,79.70366955089767,0.9018513033777227
train std,7.545403147646039,6.571868585588046,7.420232796706327,0.05822269020003194
test tissue 0,67.85714285714289,75.67567567567568,100.0,0.9333643988816404
test tissue 1,87.95472918350849,87.82679738562092,87.03999999999999,0.9566993464052288
test tissue 2,68.21963394342761,74.11924119241192,88.36206896551724,0.9227642276422764
test tissue 3,71.08013937282229,75.5882352941177,87.17948717948717,0.9058823529411766
test tissue 4,65.06024096385542,71.80555555555556,85.52036199095022,0.8472222222222221
test tissue 5,81.49688149688153,81.83673469387756,83.05084745762716,0.8668367346938778
test tissue 6,90.58823529411765,89.61038961038962,82.79569892473117,0.948051948051948
test tissue 7,70.95209217707703,73.68131868131871,79.16102841677944,0.8681318681318683
test mean,75.40113691110412,78.76799351112095,86.63868661688655,0.9061191373712798
test std,9.21468744190574,6.370543995617594,5.774463460819228,0.03839128144467674
