,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5323,0.0,50.0,0.0,0.4525
split 1,0.0,50.0,0.0,0.5473,0.0,50.0,0.0,0.4661
split 2,0.0,50.0,0.0,0.5406,0.0,50.0,0.0,0.4818
split 3,0.0,50.0,0.0,0.5075,0.0,50.0,0.0,0.4334
split 4,0.0,50.0,0.0,0.531,0.0,50.0,0.0,0.5113
split 5,0.0,50.0,0.0,0.5214,0.0,50.0,0.0,0.547
mean,0.0,50.0,0.0,0.53,0.0,50.0,0.0,0.482
std,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,0.0378
test mean,0.0,50.0,0.0,0.5202764788202066,0.0,50.0,0.0,0.5287619965257689
test std,0.0,1.3142260811914743e-14,0.0,0.07049414794624437,0.0,9.39959687352353e-15,0.0,0.05321504546128085
