,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5253,0.0,50.0,0.0,0.4855
split 1,0.0,50.0,0.0,0.5269,0.0,50.0,0.0,0.4455
split 2,0.0,50.0,0.0,0.5577,0.0,50.0,0.0,0.5048
split 3,0.0,50.0,0.0,0.5294,0.0,50.0,0.0,0.4362
split 4,0.0,50.0,0.0,0.541,0.0,50.0,0.0,0.5381
split 5,3.13,50.63,82.75,0.5245,0.0,49.11,0.0,0.3953
mean,0.52,50.11,13.79,0.5341,0.0,49.85,0.0,0.4676
std,1.17,0.24,30.84,0.0119,0.0,0.33,0.0,0.0472
test mean,0.0,50.0,0.0,0.5274157187546561,0.0,49.99999999999999,0.0,0.4724030710475718
test std,0.0,1.2089121657132305e-14,0.0,0.06331563837888136,0.0,1.879919374704706e-14,0.0,0.05220156981402604
