,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5565,0.0,50.0,0.0,0.5211
split 1,0.0,50.0,0.0,0.548,0.0,50.0,0.0,0.5389
split 2,0.0,50.0,0.0,0.5501,0.0,50.0,0.0,0.5123
split 3,0.0,50.0,0.0,0.5486,0.0,50.0,0.0,0.4976
split 4,0.0,50.0,0.0,0.5395,0.0,50.0,0.0,0.5967
split 5,0.0,50.0,0.0,0.5502,0.0,50.0,0.0,0.5724
mean,0.0,50.0,0.0,0.5488,0.0,50.0,0.0,0.5398
std,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0346
test mean,0.0,50.0,0.0,0.5415767736403321,0.0,50.0,0.0,0.5204615079027877
test std,0.0,1.4304041646238433e-14,0.0,0.04474116301365599,0.0,2.1463801355982377e-14,0.0,0.0696759140957035
