,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,39.17,49.1,28.91,39.51,41.4,43.8,38.67,49.8,42.94,0.6064,22.78,42.97,6.85,18.53,29.56,27.91,31.04,28.27,24.41,0.4969
split 1,31.11,49.36,11.35,32.63,37.96,45.58,35.29,56.06,45.4,0.5869,22.69,49.7,9.38,8.99,34.6,42.83,33.84,60.38,34.26,0.5126
split 2,32.81,49.78,13.61,35.06,38.86,44.37,36.06,51.15,45.91,0.5953,21.22,42.7,1.27,19.69,28.92,22.05,30.82,11.09,24.25,0.4849
split 3,35.88,49.34,22.18,36.11,39.73,43.16,36.97,48.6,43.9,0.5988,28.3,36.98,11.36,36.55,31.63,31.83,30.83,32.19,32.47,0.5156
split 4,34.09,47.55,14.63,40.1,38.8,43.99,36.23,54.24,41.49,0.5956,28.68,33.91,8.28,43.86,34.06,39.83,33.54,52.44,33.52,0.5023
split 5,30.58,49.96,13.92,27.85,37.59,42.83,35.49,48.54,44.47,0.5883,34.23,48.2,20.27,34.22,38.74,44.49,35.11,50.81,47.54,0.5254
mean,33.94,49.18,17.43,35.21,39.06,43.96,36.45,51.4,44.02,0.5952,26.32,42.41,9.57,26.97,32.92,34.82,32.53,39.2,32.74,0.5063
std,2.94,0.79,6.14,4.17,1.25,0.89,1.13,2.84,1.49,0.0065,4.54,5.61,5.71,12.09,3.34,8.19,1.71,16.92,7.78,0.0133
test mean,27.651755920397743,43.170463570992126,14.386725987554252,25.398078202646836,36.135720103559436,35.421297502543666,32.73615233558262,34.70550521696657,38.82223495508181,0.5963522707176848,25.787501115251168,39.48122047477939,15.120206266230854,22.761076604743252,32.3189967539918,31.603284231802125,33.72805837957215,31.12850851035841,29.95328580547581,0.5044954642769188
test std,8.757474663785535,11.826885935851658,17.577547223349836,19.567818968181275,4.678106596362712,13.261019840630302,8.006080458932484,30.09794373671619,23.123418283334967,0.04193149810167989,4.16852594003218,11.993538468302383,13.8243229078511,11.897294308361205,2.4302826652405836,4.798634226458416,3.0308956100629034,18.91729976282009,10.83536384803629,0.05331674387763357
