,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5038,0.0,50.0,0.0,0.4621
split 1,0.0,50.0,0.0,0.5034,0.0,50.0,0.0,0.4775
split 2,0.0,50.0,0.0,0.499,0.0,50.0,0.0,0.484
split 3,0.0,50.0,0.0,0.4908,0.0,50.0,0.0,0.5116
split 4,0.0,50.0,0.0,0.4883,0.0,50.0,0.0,0.5737
split 5,0.0,50.0,0.0,0.5034,0.0,50.0,0.0,0.4861
mean,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.4992
std,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0364
test mean,0.0,50.00000000000001,0.0,0.48736084285893877,0.0,49.99999999999999,0.0,0.45792615958124633
test std,0.0,1.7096599804694812e-14,0.0,0.09966133803384883,0.0,1.7222418539888655e-14,0.0,0.035811746371564035
