,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5079,0.0,50.0,0.0,0.5373
split 1,0.0,50.0,0.0,0.4875,0.0,50.0,0.0,0.48
split 2,0.0,50.0,0.0,0.4831,0.0,50.0,0.0,0.4892
split 3,0.0,50.0,0.0,0.5138,0.0,50.0,0.0,0.5129
split 4,0.0,50.0,0.0,0.4813,0.0,50.0,0.0,0.5094
split 5,0.0,50.0,0.0,0.4787,0.0,50.0,0.0,0.5282
mean,0.0,50.0,0.0,0.4921,0.0,50.0,0.0,0.5095
std,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0201
test mean,0.0,50.0,0.0,0.5101999010258251,0.0,50.0,0.0,0.5015208381741207
test std,0.0,1.3142260811914743e-14,0.0,0.0560442469919967,0.0,9.39959687352353e-15,0.0,0.041250878967801476
