,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
train tissue 0,52.46918376356975,48.01267474077087,50.81851126754698,58.57636528239139,52.62348370344534,52.65017146255883,52.457435173144354,48.648217561209044,56.84486165332311,0.7063814924391848
train tissue 1,58.71976904947008,58.830833316644316,39.064132024232315,78.26434180753361,60.493308434484916,60.07199600983525,51.51334479009575,54.14012738853504,74.56251585087497,0.8126984126984126
train tissue 2,45.16926389042188,52.106655811113356,32.43243243243245,50.96870342771982,45.86257309941521,45.00315350459576,48.613748575769094,36.87150837988827,49.52420355812992,0.6725102880658437
train tissue 3,49.855111475985176,44.35429714802582,38.15613695381339,67.0549003261163,50.85958201072556,49.56346950011118,44.815553339980056,42.705463342517334,61.16939181783615,0.6970395059307911
train tissue 4,55.12060602449202,42.91978333763219,53.282588011417666,69.1594467244262,56.04166666666668,55.1218930031313,46.29938786867001,57.026476578411376,62.039814562312515,0.7651751647589317
train tissue 5,50.41976518822576,41.17647058823529,39.16083916083915,70.92198581560282,50.47619047619049,50.40098067302389,42.424242424242415,38.35616438356164,70.4225352112676,0.7386831275720165
train tissue 6,59.945805697761664,53.83678440925702,48.30917874396136,77.6914539400666,60.47058823529411,59.65509471202072,55.80808080808083,49.627791563275444,73.5294117647059,0.7874174087905774
train tissue 7,55.84611157229234,48.04077731761707,50.19782393669634,69.29973346256361,56.569407603890355,56.974144898395345,60.12759170653907,47.01250578971746,63.782337198929525,0.772890625
train tissue 8,58.72909310199515,51.231527093596064,40.0,84.95575221238937,59.93589743589743,58.023639990853106,52.52525252525253,42.85714285714286,78.68852459016392,0.8813735691987513
train tissue 9,55.422039267340494,60.22824074400006,33.21275970429316,72.82511735372827,58.41181675855965,57.57931388294738,52.91938067932281,53.905003027134114,65.9135579423852,0.8012288411458334
train tissue 10,48.60572619555446,42.55541710892675,39.558227156374926,63.70353432136169,48.77173424084179,48.54540042157626,44.733352737621665,38.79611869570123,62.106729831405886,0.7027206160838277
train tissue 11,53.12448349967274,45.99999999999999,50.80673894233213,62.566711556686094,53.88568470866609,55.10361558076463,61.51560178306092,46.94760605775561,56.84763890147737,0.7501425376079996
train tissue 12,59.75091731979243,51.26532330194136,51.415027257643985,76.57240139979196,60.054205851619635,59.73293940553327,55.36992840095463,49.81170202994395,74.01718778570124,0.762312925170068
train tissue 13,49.096069389248136,26.897788404064553,56.06881172347883,64.32160804020101,52.027777777777786,52.53313122509664,47.56871035940803,45.38421866941724,64.64646464646465,0.6975161844365172
train tissue 14,44.427327206605185,44.68085106382979,26.590909090909097,62.01022146507667,46.03174603174603,44.45877964795543,40.38461538461538,35.029940119760475,57.961783439490446,0.6778846153846154
train tissue 15,58.69016874464728,52.7377521613833,51.191593169450144,72.1411609031084,59.72904233084032,60.60434736272102,68.53932584269661,49.98396775227885,63.2897484931876,0.7671499999999999
train tissue 16,46.261596532383415,32.55813953488372,36.36363636363637,69.86301369863017,47.47474747474748,45.69444444444446,33.333333333333336,40.0,63.75000000000004,0.6889958376690947
train tissue 17,53.998412526302126,47.17509957220831,48.10203461888855,66.7181033878095,53.81210478771453,54.836906849754655,51.764325024279714,43.58833241607045,69.1580631089138,0.7325717770688684
train tissue 18,49.81101172416131,44.57652303120356,33.33333333333336,71.52317880794699,51.17647058823529,49.201762002966824,45.04504504504504,37.500000000000014,65.06024096385539,0.7289094650205761
train mean,52.919076956311656,46.79920729922808,43.05603757322527,68.9019859964816,53.93200148509256,53.460799188330846,50.30306609484802,45.16801508485897,64.91131638528555,0.7444001260022057
train std,4.882049701386616,7.814972608752628,8.370463050045647,7.57936076137797,4.891439305306869,5.1869195827377395,7.9285322953601325,6.235943476184048,7.034376412344572,0.051971380155481486
test tissue 0,45.97697237789353,17.760773258155456,50.051481523853106,70.11866235167203,50.371882086167794,46.66675276517347,34.15956622773044,43.18002368732729,62.66066838046268,0.7140988883858961
test tissue 1,50.959140065572534,35.85097888041412,49.8810545411095,67.14538677519396,52.67468435053014,51.31914095537355,46.25386336992432,48.26165552612772,59.4419039700686,0.6959559786880951
test tissue 2,48.57210589969924,38.944569441603605,32.89249308423964,73.87925517325449,50.08809975603148,47.87210366160874,39.18232953765948,37.30765924525058,67.12632220191615,0.7273199445983379
test tissue 3,41.826413247410066,39.02439024390243,32.608695652173914,53.846153846153854,41.269841269841265,42.77777777777777,40.0,29.99999999999999,58.333333333333336,0.6193252811328612
test tissue 4,51.947602188462724,34.31616341030199,53.33714785769582,68.18949529739038,54.99368464913994,58.95994184278968,70.84708470847086,46.852733347130695,59.18000747276751,0.7443287560987878
test tissue 5,55.274146559710346,58.325150792537514,35.08012126461671,72.4171676219768,57.978835978835974,57.37596482759202,52.24930887157577,55.17711171662124,64.70147389457905,0.7949704142011834
test tissue 6,44.89696760198502,48.05121446055359,25.475841874084924,61.16384647131655,47.05275567344531,45.64346498252916,41.84978681534933,37.72766695576756,57.35294117647059,0.7154821186057039
test tissue 7,46.42471299136218,37.49285121851168,42.5004122996082,59.28087545596665,46.847142652264814,46.210624062146785,39.79431636888306,42.694896082083176,56.14265973547412,0.6878220372572335
test mean,48.234757616511956,38.72076146324755,40.22840601217273,65.75510537411559,50.159615802032086,49.6032213593739,45.54203198744916,42.65021832003854,60.617413770634016,0.7124129273710124
test std,4.053638035222793,10.839722781074743,9.504513075513625,6.539333752027633,4.880283247101238,5.434885263811277,10.80063267906588,7.2384181716028095,3.5805990081454064,0.04691707210039387
