,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.72,49.34,1.56,29.26,36.23,43.28,34.61,51.43,43.8,0.5738,18.01,50.47,0.0,3.57,33.95,30.8,33.76,0.0,58.63,0.4981
split 1,24.95,49.25,0.0,25.59,35.42,25.76,34.19,0.0,43.09,0.5654,17.37,48.57,0.0,3.55,32.01,16.12,32.74,0.0,15.61,0.5074
split 2,26.27,49.5,0.8,28.51,36.07,49.08,34.69,70.1,42.45,0.5658,21.02,48.89,0.0,14.18,33.48,22.71,33.36,0.0,34.77,0.5189
split 3,26.64,50.52,1.11,28.29,36.98,48.02,35.05,60.44,48.55,0.5748,21.13,42.93,1.59,18.86,29.26,27.36,30.67,27.19,24.22,0.4968
split 4,19.19,50.36,1.03,6.18,34.3,51.4,33.76,61.9,58.55,0.5704,17.23,49.72,0.0,1.96,33.31,27.13,33.2,0.0,48.19,0.5017
split 5,28.69,49.78,3.97,32.32,37.06,41.6,35.6,47.48,41.71,0.5695,28.52,43.17,2.48,39.92,35.09,42.96,33.27,57.98,37.62,0.5338
mean,25.41,49.79,1.41,25.03,36.01,43.19,34.65,48.56,46.36,0.5699,20.55,47.29,0.68,13.67,32.85,27.84,32.83,14.19,36.51,0.5095
std,2.99,0.49,1.24,8.65,0.95,8.48,0.59,22.91,5.88,0.0036,3.91,3.06,0.99,13.28,1.84,8.18,1.01,21.95,14.25,0.0131
test mean,23.674856190545217,49.10907254753317,0.5291005291005291,21.38639549500197,35.58881864900955,25.90436936778914,34.29295594864375,2.380952380952381,41.039199773771294,0.5728207505911888,23.96233597912201,48.917855098631726,0.0,22.969152838734313,34.40249974172892,22.529052160867007,34.85213693804259,0.0,32.73501954455843,0.5367107070356345
test std,5.894393037836304,4.94169756090857,2.366209499999777,17.565040030565246,4.115577283158383,10.786901786514708,3.4553674804828862,10.647942749999002,24.276591394392216,0.05477008603744391,5.257690525380647,3.417997611542353,0.0,12.853095350753359,4.505997013348854,4.644495400257148,3.925031725427972,0.0,11.858782509034624,0.025026681947767415
