,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,34.97,51.77,19.76,33.38,40.1,43.19,38.05,47.49,44.04,0.6228,23.57,46.64,10.15,13.93,31.8,29.66,32.97,31.16,24.87,0.4889
split 1,36.06,51.33,26.33,30.51,40.5,44.66,37.61,50.46,45.92,0.6078,24.85,46.28,18.1,10.18,30.86,26.4,34.14,26.56,18.52,0.5284
split 2,36.33,51.38,34.52,23.11,40.8,44.66,37.77,48.37,47.85,0.6194,30.21,44.0,17.14,29.49,33.28,32.1,34.12,26.86,35.33,0.5119
split 3,35.54,51.04,26.04,29.54,40.09,44.38,37.33,51.46,44.36,0.6144,29.77,47.87,16.95,24.51,36.03,40.32,34.07,44.19,42.69,0.5364
split 4,34.72,50.46,26.89,26.81,39.42,43.46,36.73,48.39,45.25,0.6011,27.65,51.33,16.97,14.66,36.75,44.0,35.76,65.15,31.1,0.5895
split 5,35.28,50.57,23.97,31.29,39.75,43.38,37.08,46.87,46.2,0.6083,29.37,49.37,22.02,16.72,35.67,36.07,35.59,42.89,29.74,0.5478
mean,35.48,51.09,26.25,29.11,40.11,43.96,37.43,48.84,45.6,0.6123,27.57,47.58,16.89,18.25,34.06,34.76,34.44,39.47,30.37,0.5338
std,0.57,0.46,4.4,3.33,0.45,0.62,0.44,1.61,1.26,0.0074,2.53,2.34,3.5,6.64,2.22,6.07,0.96,13.47,7.62,0.0312
test mean,29.86910396672957,48.02376628179943,20.03122814082281,21.552317477566454,37.754970919116126,36.93618644003053,36.6951164284617,39.901631602818135,34.21181128881175,0.6195357056320046,23.29099049841243,48.038189437350155,6.015792879900869,15.818989177986268,34.687620009556596,30.339360361105786,36.28845059180679,29.965109824885342,24.764520666625227,0.5223608577452497
test std,8.39805078447146,4.6274702284900515,15.46180770821533,18.356554168400148,4.417418128032678,13.388157438119096,4.4563294091793475,25.48226304495968,21.062463714558557,0.05888589407120802,5.499948820439546,6.895600537274741,5.44856100114715,15.81018920454449,2.020489318817808,9.599737401118972,3.6701569417253435,31.48157570707723,11.000726548844353,0.044447591381069775
