,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,33.02,51.31,30.44,17.31,39.5,45.89,36.52,50.34,50.82,0.6076,24.69,45.1,21.42,7.55,31.78,31.65,32.42,28.91,33.62,0.4733
split 1,34.18,48.82,12.08,41.65,39.36,42.2,37.98,48.11,40.5,0.5904,31.52,42.88,5.87,45.83,37.49,37.89,37.94,38.65,37.07,0.539
split 2,38.08,48.49,30.39,35.35,40.39,42.92,37.32,47.74,43.7,0.6109,29.24,39.11,11.67,36.92,32.62,32.17,33.31,31.02,32.18,0.4935
split 3,36.11,49.58,19.32,39.44,40.26,43.44,37.34,47.66,45.31,0.6043,24.48,48.94,17.87,6.64,34.05,32.5,34.07,40.38,23.06,0.5184
split 4,39.52,50.1,30.3,38.16,41.82,43.87,38.84,46.33,46.43,0.6077,23.93,46.07,22.23,3.48,31.69,26.37,32.86,36.73,9.53,0.4985
split 5,35.99,49.8,18.85,39.31,40.16,43.61,38.19,51.16,41.49,0.602,22.27,46.74,5.65,14.42,31.27,25.98,32.89,16.44,28.62,0.51
mean,36.15,49.68,23.56,35.2,40.25,43.65,37.7,48.56,44.71,0.6038,26.02,44.81,14.12,19.14,33.15,31.09,33.91,32.02,27.35,0.5055
std,2.19,0.91,7.2,8.22,0.8,1.14,0.74,1.66,3.41,0.0066,3.25,3.13,6.82,16.26,2.14,4.04,1.87,8.06,9.08,0.0206
test mean,31.406735543997506,47.52857285945617,22.69759890395241,23.99403486858393,38.07881575122634,39.210599899046805,36.17474850330617,45.78633318325959,35.67071801057467,0.6042314840947738,26.89062913335433,46.21157685887046,12.779076672919917,21.681233868272603,34.295947278602654,36.380799198789305,33.88674600564069,29.91433833462787,45.341313256099355,0.5281477958460585
test std,5.771990494217936,5.538658148556812,16.695700245913756,16.87310449316378,3.468456309870998,7.690951028873571,2.6150136177876218,21.311720652240943,19.986570655040158,0.048581529820591426,5.453707634943572,5.156778377103127,14.511065915996877,11.142375546851731,4.957624095851224,13.654383216524897,3.2902134422048985,24.41689847486747,26.425501956109443,0.03255839559566498
