,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6044,0.0,50.0,0.0,0.474
split 1,0.0,50.0,0.0,0.5812,0.0,50.0,0.0,0.5722
split 2,0.0,50.0,0.0,0.6064,0.0,50.0,0.0,0.4908
split 3,0.0,50.0,0.0,0.6022,0.0,50.0,0.0,0.5118
split 4,0.0,50.0,0.0,0.6096,0.0,50.0,0.0,0.4636
split 5,0.0,50.0,0.0,0.6055,0.0,50.0,0.0,0.4858
mean,0.0,50.0,0.0,0.6016,0.0,50.0,0.0,0.4997
std,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0357
test mean,0.0,50.00000000000001,0.0,0.5935988178255492,0.0,49.99999999999999,0.0,0.5563022058146299
test std,0.0,1.3735440048751868e-14,0.0,0.06675542361960994,0.0,1.5688358818848954e-14,0.0,0.05246794615366021
