,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.34,50.5,5.36,35.16,38.33,46.01,36.35,58.13,43.55,0.6137,23.74,47.71,5.97,17.54,33.12,35.65,33.36,43.81,29.8,0.5151
split 1,33.12,49.31,10.78,39.29,39.05,42.65,36.56,47.23,44.16,0.6097,25.51,45.22,8.8,22.5,32.21,33.0,32.67,36.82,29.51,0.4884
split 2,30.04,47.71,0.85,41.55,37.77,41.04,35.86,45.8,41.47,0.6044,27.53,44.31,0.0,38.28,34.72,23.19,34.42,0.0,35.16,0.5183
split 3,35.82,50.1,21.48,35.9,39.95,42.96,37.38,46.81,44.68,0.606,30.42,45.01,16.44,29.81,34.9,37.59,33.21,41.84,37.73,0.5829
split 4,34.73,51.07,14.01,39.1,40.43,44.99,37.75,51.71,45.52,0.6108,24.33,47.12,6.68,19.19,32.46,28.9,33.45,21.7,31.53,0.5439
split 5,35.45,49.51,16.15,40.7,40.25,44.76,37.21,52.19,44.89,0.6115,27.99,42.86,6.42,34.67,33.53,34.61,32.38,35.76,35.7,0.5199
mean,33.25,49.7,11.44,38.62,39.3,43.74,36.85,50.31,44.04,0.6093,26.58,45.37,7.39,27.0,33.49,32.16,33.25,29.99,33.24,0.5281
std,2.33,1.07,6.82,2.35,1.0,1.68,0.65,4.26,1.3,0.0032,2.31,1.64,4.86,7.8,1.03,4.82,0.65,15.16,3.12,0.0293
test mean,28.080929361728813,48.37358216001013,4.5488295631923865,31.32037636198392,37.40499284747451,36.096110210614725,36.03240029648574,28.285876993060576,43.97005334229788,0.6026285296520377,24.379857449113086,43.0988834686578,5.788656846145054,24.252032032536405,33.652378123558506,31.539145454469043,35.04451593874189,26.522359238322558,33.05056118634268,0.5133238581815008
test std,4.902305719023162,4.341020194680898,5.916529179383458,16.0695512023423,2.736223091105469,14.823499555348226,3.722250946722316,36.79297199291971,22.6002770908539,0.0608848010780187,4.116346747682149,8.494307497181746,5.230745004566588,15.980826467863446,2.305997670085253,10.91785945516421,6.622673919966184,24.58329954172549,19.497112935155585,0.04550743334642302
