,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,20.29,50.63,2.39,7.86,34.79,49.28,34.02,51.13,62.69,0.5734,17.43,49.75,2.55,0.0,33.26,25.67,33.28,43.73,0.0,0.5449
split 1,18.91,50.21,5.17,1.34,34.17,59.17,33.62,63.79,80.11,0.5741,19.29,50.67,4.02,3.17,34.57,63.43,33.93,56.36,100.0,0.5528
split 2,26.02,50.36,9.96,17.73,36.32,45.63,34.57,51.51,50.8,0.5757,21.09,48.63,5.49,9.15,33.09,32.79,33.19,34.31,30.86,0.5472
split 3,17.7,50.13,0.0,2.99,33.74,33.93,33.48,0.0,68.32,0.5876,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4896
split 4,18.12,49.99,0.0,4.37,33.75,29.98,33.44,0.0,56.49,0.5793,16.53,49.59,0.0,0.0,32.97,11.03,33.09,0.0,0.0,0.5197
split 5,17.87,50.18,0.0,3.42,33.82,33.85,33.52,0.0,68.02,0.5743,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5536
mean,19.82,50.25,2.92,6.28,34.43,41.97,33.78,27.74,64.4,0.5774,17.95,49.77,2.01,2.05,33.42,25.86,33.36,22.4,21.81,0.5347
std,2.9,0.2,3.66,5.49,0.92,10.3,0.4,28.05,9.36,0.005,1.69,0.61,2.18,3.38,0.53,18.77,0.27,23.29,36.74,0.0231
test mean,18.2460648897392,50.34143393939387,0.0,4.396760729823723,34.243828089802435,16.788778256762974,33.73291602180176,0.0,16.633418748487152,0.5782671393002815,17.378620827860654,50.133359354670816,0.0,2.002503128911138,33.68432971014492,19.484133146968986,33.452399440906966,0.0,25.0,0.5482088106371577
test std,4.588771990218423,0.9663694132912622,0.0,12.803175776445295,2.8020563149524227,11.484711252780823,1.251090216983773,0.0,33.781840866264254,0.05717344721853551,1.4029965820187782,0.26510734158572835,0.0,3.943917711286289,0.6964005577301562,14.502551551011853,0.23684862625893208,0.0,43.30127018922193,0.05035769950227792
