,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5567,0.0,50.0,0.0,0.4897
split 1,0.0,50.0,0.0,0.5446,0.0,50.0,0.0,0.4458
split 2,0.0,50.0,0.0,0.5206,0.0,50.0,0.0,0.5169
split 3,0.0,50.0,0.0,0.5413,0.0,50.0,0.0,0.4518
split 4,0.0,50.0,0.0,0.5396,0.0,50.0,0.0,0.5283
split 5,0.0,50.0,0.0,0.5247,0.0,50.0,0.0,0.5238
mean,0.0,50.0,0.0,0.5379,0.0,50.0,0.0,0.4927
std,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0334
test mean,0.0,50.0,0.0,0.5115982935208141,0.0,49.99999999999999,0.0,0.5312489239888587
test std,0.0,1.9149301917896006e-14,0.0,0.044554222938681026,0.0,1.5280799322856756e-14,0.0,0.03292773005310776
