,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.0,48.83,21.77,37.41,39.48,41.76,37.37,45.99,41.91,0.5992,27.72,45.3,4.6,33.26,33.73,28.94,33.8,15.39,37.62,0.5275
split 1,35.11,51.14,20.87,33.32,39.98,43.36,37.51,46.75,45.83,0.5923,30.45,40.12,15.71,35.52,33.73,37.33,29.92,39.55,42.51,0.546
split 2,32.63,51.14,12.75,33.98,39.19,42.82,36.88,44.97,46.6,0.5975,24.33,47.21,7.61,18.17,33.25,34.38,32.97,35.78,34.38,0.5341
split 3,26.32,50.78,19.26,8.93,36.86,51.34,34.79,51.92,67.3,0.5911,20.56,48.69,11.51,1.48,32.88,53.4,33.29,26.92,100.0,0.5141
split 4,32.44,49.68,13.04,34.62,38.19,41.41,36.75,47.24,40.24,0.5943,28.09,44.87,13.32,26.08,33.09,33.33,33.23,34.64,32.12,0.4807
split 5,32.58,50.07,16.89,30.78,38.38,42.19,36.17,45.69,44.7,0.5911,31.46,45.59,17.44,31.34,35.59,37.17,33.85,37.16,40.51,0.5513
mean,32.51,50.27,17.43,29.84,38.68,43.81,36.58,47.09,47.76,0.5942,27.1,45.3,11.7,24.31,33.71,37.42,32.84,31.57,47.86,0.5256
std,3.09,0.84,3.55,9.55,1.02,3.43,0.91,2.28,9.01,0.0031,3.7,2.65,4.45,11.67,0.89,7.68,1.34,8.22,23.58,0.0234
test mean,31.43746552298844,48.70597893813891,15.673430540514904,29.932987090311514,38.2449945777275,37.51281633487846,36.19363369788155,31.15314506950843,45.1916702372454,0.5890991598092546,27.936224144552597,41.67463449892059,13.13426937637974,28.99976855835747,35.4474183986325,33.155507079828304,31.3959970914082,27.826236953999025,40.244287194077685,0.548514623428209
test std,7.431153914675295,3.8517495916747726,17.197251512698724,9.74118575662801,3.7614003292130698,11.947364895922775,2.999122468703214,28.851575415019347,15.47496759695589,0.05010313694608602,5.989126716707152,15.81696147646792,9.96103698081375,15.20802265197877,3.0873025031407613,8.36078848551589,12.703998688638755,13.86385112837634,12.433119020621758,0.033732826147844966
