plant,time point,cell,area,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
P1,0,413,29.3344,5.0,5.0,0.5,0.003625658903993253,0.002692744993264101,0.06527789256358787,0.0025384762618846685,0.05142011293639865,0.04027844798481247,0.0238544338335252,0.002509158569215693,59.01886724386762,35.0,172.19936936508898,0.2916666666666667,4.375,2.1,1.0008307810573158,5.0,0.14847015572367578,0.13267887413828044,0.00010768602338675836,1.7558337576598247e-05,2.7438975835470017e-05,0.002671108193986054,0.05142011293639865,0.04145799374127673,0.023854433833515414,1.7558337576598247e-05,2264.185782294567,35.0,172.19936936508898,0.2916666666666667,4.375,0.05132169103225463,0.025619035098114855,5.0,1.1173732538674694,0.010023638533020771,0.0009707364046310832,0.001896300458272611,1.484195848613769e-11,0.0021793105370763203,0.05142011293639865,0.033774700257077954,0.023854433833515414,0.001896300458272611,263.659151217993,35.0,172.19936936508898,0.2916666666666667,4.375,0.4743388968721245,0.2295074819533788,5.0,0.7649713301988657,0.20397237490541653,0.00048317680113050323,0.0,9.738466084888832e-05,0.0029825080064194995,0.05142011293639865,0.0515088707568688,0.023854433833515414,0.0,489.3501667328789,35.0,172.19936936508898,0.2916666666666667,4.375,0.2303854975925593,0.12060612901443706
P1,0,422,33.1671,6.0,6.0,0.4,0.0038037059938677647,0.0884412509104658,0.08129259160792596,0.0029548025338252053,0.058511566428203536,0.05694176847414437,0.07658875309399192,0.08687722753649646,62.427053502053845,46.0,232.88908093701167,0.21904761904761907,4.380952380952381,2.3857142857142857,0.639215555369494,6.0,0.1676692950297064,0.10110940613910373,0.00011242789585460759,0.1359893245307534,3.1734679969875705e-05,0.002905975416122359,0.058511566428203536,0.05632918690817516,0.07658875309397747,0.1359893245307534,2390.681412381556,46.0,232.88908093701167,0.21904761904761907,4.380952380952381,0.06082193517260338,0.0171737419742689,6.0,1.6879557049445486,0.00949735360195353,0.0011197372061803193,0.02280828051200112,2.9329595136720534e-07,0.0027685368872367136,0.058511566428203536,0.06019431438839611,0.07658875309397747,0.02280828051200112,261.33372109302616,46.0,232.88908093701167,0.21904761904761907,4.380952380952381,0.6104183236003875,0.1968535748698892,6.0,0.7884830049466306,0.14219537599028026,0.00048440654140958486,0.14511966007058452,4.189376926112011e-05,0.0030209665609672496,0.058511566428203536,0.058994126634144,0.07658875309397747,0.14511966007058452,591.0450813901715,46.0,232.88908093701167,0.21904761904761907,4.380952380952381,0.26429402225524146,0.0708823846212239
P1,0,429,30.9938,6.0,6.0,0.4,0.0037844521499182633,0.049774571831044924,0.08046328132284912,0.002946140336440335,0.058483206530130574,0.05414027311977744,0.0489630888148758,0.049036936378109824,60.15665029415057,49.0,250.90524199836796,0.2121212121212121,4.454545454545454,2.4372294372294374,0.6512314480263969,6.0,0.18759509298353147,0.11542702257978035,0.00011588129594334746,0.03522202517865608,3.2732481287661387e-06,0.002991818956940837,0.058483206530130574,0.05550276022069989,0.04896308881486648,0.03522202517865608,2131.4423186178906,49.0,250.90524199836796,0.2121212121212121,4.454545454545454,0.07311285633234263,0.019729023231779268,6.0,1.7312218168586493,0.009747739192425277,0.0011020108802144938,0.02732077326918687,3.3795573437706313e-09,0.002562952620656232,0.058483206530130574,0.053627697486909515,0.04896308881486648,0.02732077326918687,261.990069937793,49.0,250.90524199836796,0.2121212121212121,4.454545454545454,0.5700822387824391,0.1702924185030423,6.0,0.7795490184380557,0.15071687852914942,0.0004855659896765842,0.06679191614137972,0.0001243938625174339,0.0029553873045603755,0.058483206530130574,0.055077496282269794,0.04896308881486648,0.06679191614137972,535.6015375254377,49.0,250.90524199836796,0.2121212121212121,4.454545454545454,0.293845563694489,0.07754737486158053
P1,0,431,29.7005,5.0,5.0,0.5,0.0035895722930146673,0.0040156449970395825,0.06150593566298732,0.0025448913796938324,0.05113766917917269,0.03868365589328309,0.02247760302598488,0.003207085360193137,57.84973359973402,35.0,172.15091589098006,0.2916666666666667,4.375,2.1083333333333334,0.9729099134769372,5.0,0.1560160503640658,0.14204816682703986,0.00010913376485565605,0.0,0.0013613465915972534,0.002682441014902267,0.05113766917917269,0.04031261068313879,0.02247760302597717,0.0,2087.5080024603376,35.0,172.15091589098006,0.2916666666666667,4.375,0.05973266197021027,0.028179630885787236,5.0,1.1340184622324514,0.01039903132817287,0.000972113343852781,0.05372851298439064,6.661005340742739e-10,0.0018795998447568374,0.05113766917917269,0.028888566413665214,0.02247760302597717,0.05372851298439064,268.3218058514069,35.0,172.15091589098006,0.2916666666666667,4.375,0.4838359380061346,0.2439693895109084,5.0,0.7207925974024029,0.19962791223803186,0.00047321241578356983,0.0,0.010783445802774416,0.002786509129157373,0.05113766917917269,0.04530338922682423,0.02247760302597717,0.0,491.02503799820084,35.0,172.15091589098006,0.2916666666666667,4.375,0.2457341406558,0.1209710504783824
P1,0,438,34.5139,6.0,6.0,0.4,0.0038076220950402405,0.030076029118524406,0.06903237770986312,0.0029675867632202066,0.0569304093758392,0.05542758509250326,0.04722338532203962,0.028235319345929707,60.98068043068072,42.0,210.48826866193085,0.2456140350877193,4.421052631578949,2.280701754385965,0.7737577952542343,6.0,0.1751950409184287,0.10901338497123546,0.00011353127543526382,0.052516987691605364,0.0005414183870745542,0.0030185181710007452,0.0569304093758392,0.055129813550316334,0.047223385322033115,0.052516987691605364,2306.3948956913932,42.0,210.48826866193085,0.2456140350877193,4.421052631578949,0.06179358807703875,0.021671799554329584,6.0,1.6019536987074063,0.009347827424800729,0.0010660033676622726,0.05982125612347022,1.5608874927223104e-11,0.0027785324736269,0.0569304093758392,0.05011977316317457,0.047223385322033115,0.05982125612347022,270.21688113548083,42.0,210.48826866193085,0.2456140350877193,4.421052631578949,0.5303997348294837,0.19483038262721186,6.0,0.7389626380881273,0.14887044286438422,0.00048580116563785636,0.013397011570944462,0.005964541705530738,0.00284918861706562,0.0569304093758392,0.05602504738101953,0.047223385322033115,0.013397011570944462,532.8980608573497,42.0,210.48826866193085,0.2456140350877193,4.421052631578949,0.2680357742242885,0.09601621589991896
P1,0,441,34.5405,6.0,6.0,0.4,0.003839866660490448,0.03021438610177405,0.07815514638182723,0.0029722605252268434,0.056426239340001134,0.05348617792314285,0.04719571119479712,0.031366278173142456,61.42577977578006,40.0,200.8695677538577,0.26143790849673204,4.4444444444444455,2.2222222222222223,0.8220144773083002,6.0,0.17756851826379574,0.1106842407930743,0.00011538297198661035,0.07588713500605762,0.0005415962792554323,0.0030102968819288537,0.056426239340001134,0.053193299740682716,0.04719571119478748,0.07588713500605762,2291.280641347552,40.0,200.8695677538577,0.26143790849673204,4.4444444444444455,0.061527503396333914,0.023461976319700917,6.0,1.5176909755235832,0.009368302339375191,0.0010695702181438575,0.04375537724088283,1.663624531405885e-10,0.0025044279503940517,0.056426239340001134,0.044248731729742655,0.04719571119478748,0.04375537724088283,269.6782602313972,40.0,200.8695677538577,0.26143790849673204,4.4444444444444455,0.528223115374735,0.2310148975601612,6.0,0.7793259440806636,0.1554578392714442,0.0004920568471321093,0.0390497427703545,0.0055435267684696005,0.002998454931651589,0.056426239340001134,0.0536247088940378,0.04719571119478748,0.0390497427703545,547.1962695484157,40.0,200.8695677538577,0.26143790849673204,4.4444444444444455,0.2568179440082244,0.10067025330035044
P1,0,442,38.371,6.0,6.0,0.4,0.003855478537239664,0.0360466181840299,0.07262469623450228,0.002954057650816866,0.05744057547496367,0.05840341292206014,0.05416487558635908,0.03443086306470745,61.413508713508996,44.0,219.98623238976288,0.2315789473684211,4.4,2.347368421052632,0.7250508947817378,6.0,0.16192572614005124,0.10152544748448113,0.00011296950625931397,0.08888030481274033,0.00014842389265313274,0.00286227539790401,0.05744057547496367,0.0555786301662507,0.05416487558635445,0.08888030481274033,2404.935076258198,44.0,219.98623238976288,0.2315789473684211,4.4,0.06206105047549348,0.019965730429864482,6.0,1.5723268737288183,0.009078588972736541,0.0010698224620161254,0.07885449405650273,4.850028599152027e-12,0.002792630859293797,0.05744057547496367,0.052293641211893775,0.05416487558635445,0.07885449405650273,275.96523751211976,44.0,219.98623238976288,0.2315789473684211,4.4,0.5394617242512679,0.19055906096853856,6.0,0.7516784036367157,0.14854947026022636,0.0004929050692334759,0.01992871314943901,0.002606969952510348,0.002913582582307183,0.05744057547496367,0.060020980164619424,0.05416487558635445,0.01992871314943901,542.3986180745994,44.0,219.98623238976288,0.2315789473684211,4.4,0.27519509313043405,0.08748328241654471
P1,0,443,37.5494,5.0,5.0,0.5,0.003595054071057049,0.014278069639741216,0.06860422107168915,0.0025202780472716466,0.05479648209078577,0.04583258681898603,0.034679740568929536,0.013657870715087162,58.64734015984048,47.0,238.6146644360937,0.20346320346320346,4.2727272727272725,2.4069264069264067,0.6107247347744131,5.0,0.12904504775234435,0.11885867594833732,0.00010468509675118668,0.00021070005091917892,4.1404030889162495e-06,0.002276602138906802,0.05479648209078577,0.04300501305930398,0.034679740568934275,0.00021070005091917892,2226.771338418028,47.0,238.6146644360937,0.20346320346320346,4.2727272727272725,0.06339304036480142,0.016372418242777333,5.0,1.0650066241719272,0.011629481803269623,0.0009757636495751183,0.07188383403859322,2.453387777206112e-06,0.0017807229584951433,0.05479648209078577,0.032908713683921405,0.034679740568934275,0.07188383403859322,264.88630362183073,47.0,238.6146644360937,0.20346320346320346,4.2727272727272725,0.5711056365022085,0.16876528060704665,5.0,0.6333970478846759,0.1762965513617228,0.0004565462113205224,0.0,1.6122498771622978e-05,0.0024732921841083997,0.05479648209078577,0.04733669447216298,0.034679740568934275,0.0,535.0485283829541,47.0,238.6146644360937,0.20346320346320346,4.2727272727272725,0.2758048474477644,0.07375466337526629
P1,0,444,46.2987,7.0,7.0,0.3333333333333333,0.0038383320905454213,0.07113625726983891,0.08075565830392953,0.003430619297674946,0.06315355346174381,0.06562699697415142,0.06916511791008224,0.07318990112663143,61.06015651015685,49.0,254.7274862717628,0.2121212121212121,4.454545454545454,2.398268398268398,0.6024354989620293,7.0,0.16678303267665676,0.07680785864526554,0.00011032056398296276,0.10696539251663653,1.5328549310730938e-05,0.0029489775906782817,0.06315355346174381,0.05778228693787842,0.06916511791007103,0.10696539251663653,2402.1914882643623,49.0,254.7274862717628,0.2121212121212121,4.454545454545454,0.05996875564705455,0.015766279863047582,7.0,2.253186576666337,0.007254620848082505,0.0011527077100870564,0.046687619616174736,6.928528819610872e-06,0.0034845516218770392,0.06315355346174381,0.06952230856664593,0.06916511791007103,0.046687619616174736,263.3980145714616,49.0,254.7274862717628,0.2121212121212121,4.454545454545454,0.5705666340339483,0.17297980053617226,7.0,0.8232104925945859,0.120323879755286,0.00048115480316446015,0.10945867645251348,2.4104899978325e-05,0.003167365002594501,0.06315355346174381,0.06269373758377415,0.06916511791007103,0.10945867645251348,586.5264126791191,49.0,254.7274862717628,0.2121212121212121,4.454545454545454,0.26597218293691394,0.07096890084795082
P1,0,447,25.1392,5.0,5.0,0.5,0.003739703305365479,0.02800190164671049,0.07686021779123167,0.002510737208952489,0.05280691898298615,0.04645544062254561,0.044954787244368716,0.028193074448683124,62.27561327561353,41.0,203.1212706638311,0.23976608187134504,4.3157894736842115,2.2923976608187133,0.7730725599809996,5.0,0.15930772466755425,0.13958572722336274,0.00011445348399031531,0.0,0.0002038432347331272,0.002715246687319948,0.05280691898298615,0.050518661242618376,0.04495478724435902,0.0,2235.2155637939704,41.0,203.1212706638311,0.23976608187134504,4.3157894736842115,0.0634291342874731,0.022473950086561133,5.0,1.3583730698615748,0.011437003005424246,0.001068585212637031,0.02198303864590101,7.756993499458001e-11,0.0022939491522538428,0.05280691898298615,0.04500394608653619,0.04495478724435902,0.02198303864590101,263.8543140927613,41.0,203.1212706638311,0.23976608187134504,4.3157894736842115,0.5543453127040512,0.1954766746197069,5.0,0.7116583051068941,0.19686857694962726,0.0004883747895672915,0.002633750636489737,0.002953510491310686,0.0027635178381526697,0.05280691898298615,0.0510222049614609,0.04495478724435902,0.002633750636489737,539.4234296776706,41.0,203.1212706638311,0.23976608187134504,4.3157894736842115,0.2731410187698761,0.09350864807542594
