,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.77,47.7,17.36,30.27,36.62,39.53,35.2,45.42,37.98,0.5664,19.13,46.68,2.61,8.12,30.88,35.53,32.02,56.4,18.17,0.5403
split 1,38.09,45.04,45.87,23.36,40.41,41.11,39.16,40.89,43.3,0.589,33.5,39.12,37.14,24.24,34.72,35.19,34.13,34.43,37.03,0.5067
split 2,45.89,48.21,50.13,39.33,46.31,46.28,45.64,47.12,46.08,0.6359,30.75,34.17,39.53,18.54,33.01,33.77,34.78,31.57,34.97,0.502
split 3,17.97,49.96,1.81,2.13,33.62,43.98,33.43,57.23,41.29,0.5646,16.77,50.31,0.0,0.0,33.33,11.2,33.61,0.0,0.0,0.489
split 4,16.82,50.01,0.0,0.44,33.35,20.0,33.37,0.0,26.63,0.5531,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.565
mean,30.11,48.18,23.03,19.1,38.06,38.18,37.36,38.13,39.06,0.5818,23.36,44.06,15.86,10.18,33.06,25.36,33.57,24.48,18.03,0.5206
std,11.31,1.82,21.3,15.42,4.85,9.38,4.65,19.8,6.75,0.0295,7.26,6.38,18.4,9.79,1.24,11.61,0.92,21.75,16.11,0.0279
