,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5907,0.0,50.0,0.0,0.5312
split 1,0.0,50.0,0.0,0.5997,0.0,50.0,0.0,0.5294
split 2,0.0,50.0,0.0,0.5973,0.0,50.0,0.0,0.5003
split 3,0.0,50.0,0.0,0.6088,0.0,50.0,0.0,0.4944
split 4,0.0,50.0,0.0,0.5707,0.0,50.0,0.0,0.5674
split 5,0.0,50.0,0.0,0.5834,0.0,50.0,0.0,0.5868
mean,0.0,50.0,0.0,0.5918,0.0,50.0,0.0,0.5349
std,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0333
test mean,0.0,50.00000000000001,0.0,0.582812862419126,0.0,50.0,0.0,0.502669791365489
test std,0.0,1.5635339543114833e-14,0.0,0.06286359224097982,0.0,1.6473255640462455e-14,0.0,0.053626013335699566
