,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5791,0.0,50.0,0.0,0.4381
split 1,0.0,50.0,0.0,0.6012,0.0,50.0,0.0,0.4917
split 2,0.0,50.0,0.0,0.6085,0.0,50.0,0.0,0.5023
split 3,0.0,50.0,0.0,0.5847,0.0,50.0,0.0,0.4912
split 4,0.0,50.0,0.0,0.5937,0.0,50.0,0.0,0.4644
split 5,0.0,50.0,0.0,0.5944,0.0,50.0,0.0,0.4709
mean,0.0,50.0,0.0,0.5936,0.0,50.0,0.0,0.4764
std,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0215
test mean,0.0,50.0,0.0,0.5654559104068411,0.0,49.99999999999999,0.0,0.5143020766533433
test std,0.0,1.2731463251543875e-14,0.0,0.05755910792182483,0.0,2.4741787777998282e-14,0.0,0.08249298060380798
