,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,36.49034648419351,51.09838232517154,16.487977516394302,41.88467961101468,41.38334565163834,45.55036769050063,38.749403341288804,53.19006044325051,44.71163928696259,0.6324793388429751
test tissue 1,35.491350961367495,43.18073815935368,18.798063229849056,44.495251494899755,38.1431334622824,37.66386677088525,36.561158798283245,35.63714902807777,40.79329248629473,0.5640511688662673
test tissue 2,51.08472844016769,52.92677086348006,53.67342049853113,46.653993958491874,50.97126873648955,51.40184369633035,52.37684016480433,57.19314273430782,44.63554818987892,0.7075423961601295
test tissue 3,39.276206251250095,43.12733892990803,29.98045532517676,44.72082449866551,40.438223700418824,42.06718501672091,47.642458100558684,42.45881934686554,36.10027760273851,0.6034849752646028
test tissue 4,40.90921610788546,35.377907640331465,39.95208327041751,47.39765741290742,41.54337163206343,41.74789004334193,43.62745787999493,39.9042812041264,41.711931045904485,0.5610716393995614
test tissue 5,47.023757935188975,47.28137886576523,43.726179132920464,50.06371580688125,47.22537688104922,49.498548797525046,40.24311604860051,56.95613388666957,51.29639645730507,0.6170117863321799
test tissue 6,35.402189343543085,42.48251748251748,28.499580888516334,35.22446965959545,36.78286129266522,43.1612658610085,35.474452554744516,61.81818181818181,32.19116321009918,0.503251821019771
test tissue 7,50.188582602358345,54.54116536919086,47.4531538664556,48.57142857142859,50.23719165085389,50.79750298487952,54.24683247301737,53.480071386079764,44.66560509554142,0.6514350043402778
test tissue 8,50.310863928639016,56.41094088148647,49.5762219900151,44.94542891441547,50.62806046412604,50.718014760301635,51.07819271076114,54.519918283963285,46.55593328618048,0.7064954763886279
test mean,42.90858245051041,47.38079339080054,36.46079285758625,44.88416110314444,44.150314830176335,45.84516506905486,44.444434674672614,50.57308423683583,42.517976295656155,0.6163137340682658
test std,6.336164645994872,6.508092564417553,12.78174488073497,4.114498911402299,5.3081715640444616,4.687795776617084,6.721463861019239,8.463281266205433,5.3616799078120945,0.06384127112937543
