,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.509,0.0,50.0,0.0,0.5129
split 1,0.0,50.0,0.0,0.5184,0.0,50.0,0.0,0.502
split 2,0.0,50.0,0.0,0.5178,0.0,50.0,0.0,0.4868
split 3,0.0,50.0,0.0,0.5485,0.0,50.0,0.0,0.4593
split 4,0.0,50.0,0.0,0.5563,0.0,50.0,0.0,0.395
split 5,0.0,50.0,0.0,0.5242,0.0,50.0,0.0,0.4623
mean,0.0,50.0,0.0,0.529,0.0,50.0,0.0,0.4697
std,0.0,0.0,0.0,0.0173,0.0,0.0,0.0,0.0386
test mean,0.0,49.99999999999999,0.0,0.5261709823468458,0.0,50.00000000000001,0.0,0.4908587101090978
test std,0.0,1.2731463251543875e-14,0.0,0.06908960564689849,0.0,1.6280579355608324e-14,0.0,0.0739136497132869
