,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6266,0.0,50.0,0.0,0.5191
split 1,0.0,50.0,0.0,0.6116,0.0,50.0,0.0,0.601
split 2,0.0,50.0,0.0,0.633,0.0,50.0,0.0,0.5256
split 3,0.0,50.0,0.0,0.6306,0.0,50.0,0.0,0.5894
split 4,0.0,50.0,0.0,0.6181,0.0,50.0,0.0,0.4955
split 5,0.0,50.0,0.0,0.6358,0.0,50.0,0.0,0.5261
mean,0.0,50.0,0.0,0.6259,0.0,50.0,0.0,0.5428
std,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0386
test mean,0.0,50.0,0.0,0.6151958683039924,0.0,50.00000000000001,0.0,0.461336629388749
test std,0.0,1.572008455159306e-14,0.0,0.0834570828667375,0.0,2.1900397950137233e-14,0.0,0.09314123230707469
