,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,22.4,49.87,1.21,16.13,34.61,39.91,34.05,45.58,40.09,0.5713,18.26,49.53,0.0,5.25,33.41,25.14,33.21,0.0,42.22,0.5416
split 1,18.71,50.25,0.67,5.22,34.03,50.65,33.67,67.47,50.8,0.5658,18.83,50.15,0.0,6.34,33.43,32.56,33.82,0.0,63.86,0.5264
split 2,17.32,50.05,0.0,1.92,33.55,30.24,33.41,0.0,57.3,0.5773,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5068
split 3,21.97,50.04,0.0,15.88,34.9,27.95,33.93,0.0,49.93,0.5791,19.13,48.02,0.0,9.38,31.77,19.11,32.82,0.0,24.5,0.4848
split 4,22.17,49.34,0.35,16.82,34.49,59.46,33.58,100.0,44.8,0.567,19.86,49.36,0.0,10.21,33.04,20.0,33.62,0.0,26.37,0.5368
split 5,19.43,50.13,0.0,8.17,34.18,28.29,33.67,0.0,51.22,0.5724,17.51,50.42,0.0,2.1,33.7,22.02,33.71,0.0,32.35,0.5059
mean,20.34,49.95,0.37,10.69,34.29,39.42,33.72,35.51,49.02,0.5721,18.38,49.58,0.0,5.55,33.11,21.66,33.42,0.0,31.55,0.517
std,1.95,0.29,0.45,5.88,0.44,12.02,0.21,38.87,5.4,0.0049,1.05,0.78,0.0,3.65,0.63,6.48,0.34,0.0,19.28,0.0198
test mean,18.93459973871624,50.22839241866198,0.0,6.575406797486716,34.001773517837606,18.850960344973753,33.798733179946545,0.0,22.754147854974725,0.5762546226982452,18.884552377549007,49.61174844129337,0.0,7.0419086913536555,33.660249123804114,13.965783790058218,34.04290321564008,0.0,7.854448154534568,0.5638749723582406
test std,3.171120298332496,1.7668006752991314,0.0,8.934339298900047,1.722967543983906,10.154137429639285,1.3746088534136833,0.0,30.027443450127453,0.06014371923686093,4.488319986065296,1.6535867344908595,0.0,14.413487743372785,1.8842413995637584,5.0142513732217955,1.7355154462296396,0.0,14.062543103945284,0.0439776546185613
