,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.29,49.96,0.0,1.9,33.49,30.47,33.36,0.0,58.04,0.5808,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5264
split 1,17.33,50.03,0.69,1.26,33.52,49.73,33.41,71.19,44.6,0.5713,18.96,48.55,0.0,8.33,32.66,20.88,32.83,0.0,29.81,0.5588
split 2,17.28,49.96,0.0,1.87,33.49,30.36,33.35,0.0,57.74,0.5742,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5145
split 3,22.62,49.91,0.78,17.17,34.83,43.49,34.07,53.87,42.54,0.5683,19.29,49.38,0.0,8.5,33.14,20.61,33.43,0.0,28.4,0.5459
split 4,17.21,49.97,0.0,1.65,33.47,30.29,33.35,0.0,57.51,0.5741,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.515
split 5,17.31,49.96,0.0,1.97,33.52,34.21,33.35,0.0,69.29,0.5709,17.37,49.81,0.0,2.31,33.43,30.04,33.27,0.0,56.85,0.5406
mean,18.17,49.97,0.24,4.3,33.72,36.43,33.48,20.84,54.95,0.5733,17.6,49.62,0.0,3.19,33.2,17.48,33.25,0.0,19.18,0.5336
std,1.99,0.03,0.35,5.76,0.5,7.55,0.26,29.9,9.04,0.0039,1.11,0.53,0.0,3.78,0.26,7.08,0.2,0.0,21.29,0.0163
test mean,17.169625783426813,49.988407899822896,0.0,1.5204694504575424,33.482022723644874,13.007830014304085,33.381377416119676,0.0,5.642112626792585,0.5740699481977442,17.154725718475635,49.243068270991365,0.0,2.221108884435538,32.97697368421053,12.270628432034272,32.97239337924369,0.0,3.839491916859123,0.5322601065091512
test std,1.6026114931240347,0.05383418507361211,0.0,4.852699585500238,0.4597833184257956,6.065190322169447,0.16744007776221836,0.0,18.074019942831747,0.04539591253841361,1.2912828762005182,2.0026531144109785,0.0,5.8765017430125335,0.9428390088771813,3.0677944720345485,0.954957356748277,0.0,10.158340772851922,0.041718218828124216
