,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5952,0.0,50.0,0.0,0.5106
split 1,0.0,50.0,0.0,0.5938,0.0,50.0,0.0,0.4897
split 2,0.0,50.0,0.0,0.5814,0.0,50.0,0.0,0.5565
split 3,0.0,50.0,0.0,0.5741,0.0,50.0,0.0,0.5484
split 4,0.0,50.0,0.0,0.6073,0.0,50.0,0.0,0.4162
split 5,0.0,50.0,0.0,0.594,0.0,50.0,0.0,0.4784
mean,0.0,50.0,0.0,0.591,0.0,50.0,0.0,0.5
std,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.047
test mean,0.0,50.0,0.0,0.578872105526094,0.0,50.000000000000014,0.0,0.5277981241827563
test std,0.0,1.363836858469928e-14,0.0,0.0702864297934092,0.0,2.086746797486457e-14,0.0,0.07993902975100192
