,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,81.84,81.84,81.84,0.9031,74.4,65.58,59.23,0.9442
split 1,86.85,86.83,86.73,0.9481,79.01,74.24,66.67,0.8714
split 2,88.56,89.01,92.31,0.9649,64.56,60.56,58.62,0.7191
split 3,88.61,88.74,89.61,0.9518,81.48,83.33,91.67,0.9478
split 4,86.43,86.3,85.64,0.9387,72.87,63.54,58.02,0.9219
split 5,88.67,88.75,89.3,0.9523,93.85,93.75,92.42,0.9873
mean,86.83,86.91,87.57,0.9432,77.69,73.5,71.11,0.8986
std,2.4,2.49,3.34,0.0195,8.98,11.81,15.08,0.0874
