,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
train tissue 0,61.175077496500506,65.49693671696463,74.612617733826,43.4156780387109,62.16549432236561,60.99545374362095,67.13773368943156,67.77898466853041,48.06964287290089,0.8202662721893492
train tissue 1,60.21994201622865,61.011880036553954,55.10882835852312,64.53911765360887,60.06224712107067,62.289689777010494,74.98468450071474,50.18017327301999,61.70421155729677,0.7543764172335601
train tissue 2,53.264144210175665,59.70149253731343,63.1578947368421,36.933045356371494,54.73684210526315,53.90520320908346,52.9531568228106,60.72874493927124,48.033707865168545,0.7456515775034294
train tissue 3,44.21608165030756,39.33439982498598,51.634482571838724,41.67936255409797,44.22800401530155,44.20695417634238,39.649374276420964,51.5451374807365,41.42635077186965,0.6562591902754632
train tissue 4,59.979880532443325,59.053382644103245,67.30010891200659,53.586150041220115,59.441391941391956,61.962922084932586,64.73912687361782,74.25209248363304,46.89754689754689,0.7959301653370333
train tissue 5,86.72845964184548,88.11188811188812,93.33333333333334,78.74015748031495,87.14285714285714,87.17355603620923,86.30136986301369,87.50000000000001,87.71929824561403,0.943758573388203
train tissue 6,69.29617754987717,71.93763919821829,79.53340402969248,56.417489421720745,70.4313725490196,70.36796134405046,68.28752642706135,72.3938223938224,70.42253521126763,0.8481758115484056
train tissue 7,46.20480908801375,38.87599896880639,49.47117024906175,50.26725804617308,46.8735632183908,47.48889990603902,49.51567887046462,48.95340985820391,43.99761098944853,0.6428125
train tissue 8,42.9526542680023,39.88494726749761,35.04043126684636,53.93258426966291,44.74358974358974,47.5002973976569,39.770554493307856,58.55855855855856,44.17177914110429,0.6248699271592091
train tissue 9,62.346757401276285,64.65213030719512,65.34043289537874,57.04770900125497,62.54223674358451,62.80791803441713,59.28739312600065,66.73821570330999,62.398145273940756,0.7839898003472221
train tissue 10,62.739863132357414,65.38580853307965,74.76297968397292,48.07080118001965,63.60675937334976,62.77718664171332,61.680127980022625,70.99982850282971,55.651603442287644,0.7912511046585027
train tissue 11,66.00340271438841,66.74077107587901,71.00330760749723,60.266129459788985,65.9124519372967,66.30884060665397,70.62027980685899,70.58307759754493,57.723164415558024,0.8309503969124161
train tissue 12,61.86390426822046,66.36788404691522,74.31393561011974,44.90989314762639,62.56204284221527,61.534837996560846,64.64796581831692,70.8573967125722,49.09915145879344,0.8086167800453516
train tissue 13,69.33317054368887,69.33744221879815,72.98362015343149,65.67844925883695,69.44444444444446,69.88374040775672,64.46991404011462,72.63722657862155,72.54408060453399,0.8347205707491082
train tissue 14,59.37133545437653,72.8706624605678,71.35135135135137,33.89199255121043,62.72893772893773,60.6455367968065,63.98891966759,65.34653465346535,52.60115606936415,0.8424556213017752
train tissue 15,63.69600656257401,63.93123939431371,73.58354409982275,53.57323619358559,63.75883943308587,63.82621239362414,60.694644190826494,75.09563202940102,55.688360960644935,0.8167249999999999
train tissue 16,57.00462917729232,48.795180722891565,54.658385093167716,67.5603217158177,57.07070707070708,59.587850222571355,60.447761194029844,46.315789473684234,72.0,0.7394640998959418
train tissue 17,64.88763242567764,62.77936741164645,75.71914630374266,56.16438356164384,65.23486901535681,65.80826906548917,73.12196000720591,69.66420034149117,54.6386468477704,0.8106586601613812
train tissue 18,59.65732786135785,59.006211180124225,63.79430159833218,56.17147080561713,59.75490196078431,59.8126347133066,62.500000000000014,60.47430830039525,56.463595839524515,0.7901663237311386
train mean,60.57585557866337,61.22501382409172,66.66859345204143,53.833959459856985,61.18113435310593,61.5202086607287,62.35779850777943,65.29490176574166,56.907925708665005,0.7832157259177626
train std,9.619205231226735,12.038530806061866,12.76643482419988,10.756162765525778,9.496193498760436,9.221973460432336,10.974755434033524,10.328000525160292,11.63396643262959,0.07527668405633597
test tissue 0,56.17044669813188,48.00186596174779,62.334950561935756,58.17452357071209,56.74376417233561,56.672037402605476,56.005079825834535,56.811821336617044,57.19921104536485,0.757230521603541
test tissue 1,53.144419536236946,63.718581160441644,55.17639142555031,40.5382860227189,53.97549735866022,53.438168212118605,56.4291038954285,59.26843749193319,44.61696324899413,0.7433837016333305
test tissue 2,67.72996721053791,71.60407160407158,80.17621145374449,51.40961857379768,69.65302249932235,77.59991604181303,56.82451253481889,84.25925925925925,91.71597633136096,0.8441828254847645
test tissue 3,49.71888396935835,64.51612903225806,61.11111111111109,23.529411764705884,54.76190476190476,58.496732026143796,58.82352941176471,49.99999999999998,66.66666666666667,0.7542690545605998
test tissue 4,35.11567850594794,9.89956958393114,49.24935954530012,46.19810638861256,40.361602666770835,40.78547587894209,39.428571428571416,46.471087698625894,36.45676850962895,0.6017051456164176
test tissue 5,54.4411257071206,52.63157894736843,60.281312793034125,50.410485380959244,54.232804232804234,55.15924248508779,55.55555555555558,63.78454996456412,46.13762193514368,0.748905325443787
test tissue 6,56.62668812329584,65.75730735163866,70.14640356460853,33.97635345364034,59.75537872089595,59.885783225292016,54.86254803428916,67.44186046511629,57.352941176470594,0.7789157990040741
test tissue 7,57.60104943148255,59.85596104049874,66.8268060984133,46.12038115553562,58.70300340421035,59.02873930140297,54.881007448244624,61.56157301870419,60.643637437260125,0.7984046769718589
test mean,53.818532397764,54.49813308524451,63.16281831921222,43.79464578883529,56.02337222711303,57.63326182167573,54.10123851681343,61.19982365435249,57.59872329386124,0.7533746312897966
test std,8.578305519081411,18.262607771553814,8.819127695284454,10.231117670220655,7.59668412827688,9.453342644519019,5.671746324148694,10.856270056147421,15.821548846350414,0.06525457697832429
