,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5689,0.0,50.0,0.0,0.4765
split 1,0.0,50.0,0.0,0.5691,0.0,50.0,0.0,0.5417
split 2,0.0,50.0,0.0,0.5931,0.0,50.0,0.0,0.4619
split 3,0.0,50.0,0.0,0.5806,0.0,50.0,0.0,0.4879
split 4,0.0,50.0,0.0,0.5594,0.0,50.0,0.0,0.5094
split 5,2.1,50.37,76.18,0.5642,0.0,49.11,0.0,0.4865
mean,0.35,50.06,12.7,0.5726,0.0,49.85,0.0,0.494
std,0.78,0.14,28.39,0.0112,0.0,0.33,0.0,0.0256
test mean,0.0,50.0,0.0,0.5802298053247756,0.0,49.99999999999999,0.0,0.49146513800068
test std,0.0,1.2089121657132305e-14,0.0,0.05964031808982311,0.0,1.879919374704706e-14,0.0,0.05409601120819046
