,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5248,0.0,50.0,0.0,0.4725
split 1,0.0,50.0,0.0,0.4855,0.0,50.0,0.0,0.4687
split 2,0.0,50.0,0.0,0.4833,0.0,50.0,0.0,0.4903
split 3,0.0,50.0,0.0,0.4855,0.0,50.0,0.0,0.4807
split 4,0.0,50.0,0.0,0.4884,0.0,50.0,0.0,0.4509
split 5,0.0,50.0,0.0,0.4876,0.0,50.0,0.0,0.4581
mean,0.0,50.0,0.0,0.4925,0.0,50.0,0.0,0.4702
std,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0131
test mean,0.0,50.00000000000001,0.0,0.47728189867034293,0.0,50.0,0.0,0.4997371771822278
test std,0.0,1.5635339543114833e-14,0.0,0.05544311751974328,0.0,1.6473255640462455e-14,0.0,0.08790448767109181
