,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,27.67,49.59,1.26,32.16,36.62,58.47,35.48,100.0,39.94,0.5778,24.47,45.52,0.0,27.88,33.18,22.95,32.31,0.0,36.55,0.5295
split 1,21.24,50.28,0.0,13.45,34.76,27.33,34.0,0.0,48.0,0.581,17.5,47.38,0.0,5.12,30.76,15.18,32.27,0.0,13.27,0.4608
split 2,16.81,50.03,0.0,0.41,33.4,44.45,33.36,0.0,100.0,0.5842,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5073
split 3,21.66,50.41,0.39,14.2,34.89,59.71,34.17,100.0,44.96,0.5783,17.99,49.59,0.0,4.39,33.03,23.9,33.33,0.0,38.36,0.5378
split 4,22.94,50.28,0.0,18.54,35.13,25.63,34.38,0.0,42.5,0.5715,21.39,49.7,0.0,14.48,34.36,25.65,33.73,0.0,43.23,0.5492
split 5,23.73,50.2,0.0,20.98,35.42,26.02,34.45,0.0,43.62,0.5788,17.28,49.4,0.0,2.45,33.08,23.85,33.02,0.0,38.52,0.5275
mean,22.34,50.13,0.27,16.62,35.04,40.27,34.31,33.33,53.17,0.5786,19.22,48.6,0.0,9.05,32.96,20.44,33.0,0.0,28.32,0.5187
std,3.24,0.27,0.46,9.51,0.95,14.79,0.64,47.14,21.08,0.0039,2.8,1.62,0.0,9.54,1.08,5.35,0.54,0.0,15.93,0.0288
test mean,19.870577042317706,50.31000814138237,0.0,9.301722985570748,34.49812956800457,23.010485823883666,34.177396177759796,0.0,34.85406129389119,0.5746630113520945,17.152961757320426,49.221395632508305,0.0,2.2374896394529626,32.81627757011389,14.453449493825136,32.9616529207769,0.0,10.398695560698506,0.5246382843560718
test std,4.205238289924897,1.3454628718461406,0.0,12.520978293667028,2.1508835447388943,11.98761508103225,1.2760480324790602,0.0,35.57633661828981,0.03181128839483544,0.9395863895242567,1.4779839950442144,0.0,3.902559800768679,0.8628892668726696,6.135924084184394,0.8344134755419559,0.0,18.829568229912905,0.04749619835841565
