Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
3200,0,21.9055,-12.1232,44.5158,0.764854
2944,0,37.9086,-0.0479455,-7.2263,13.5703
3136,0,16.4018,-22.074,-20.0604,7.48462
2880,0,35.0672,-34.8646,17.1034,4.22425
3264,1,22.3662,-41.7801,19.4535,0.123651
3008,1,30.2491,-42.6978,-17.9984,-3.15589
2848,1,21.7041,28.7745,-21.5307,0.893958
3168,0,45.4118,22.3343,8.32742,10.7198
3088,0,26.7714,11.2645,15.8319,13.3697
2960,0,38.2029,-2.64062,37.9566,6.95229
3152,0,45.6859,-20.5945,7.25511,11.67
2896,0,28.8965,-26.7208,-12.6198,8.12525
3120,0,37.6794,-25.3145,6.46612,10.0193
3248,0,26.2029,23.771,-8.47659,8.30957
3184,0,31.0994,-14.0013,35.492,6.65599
3056,0,38.9886,9.32416,20.0183,13.0579
3080,0,26.5725,31.4212,7.68222,6.45288
3208,0,25.6461,-9.52775,-32.9914,2.11326
2888,0,34.3788,-30.8739,-17.3195,4.78107
3240,1,22.9993,23.4523,-28.9255,-0.543034
3176,0,24.0679,-12.8872,-23.2606,7.9393
2920,0,42.813,-17.056,23.3325,10.8628
3048,0,43.407,-34.8012,-21.3738,1.17537
3096,1,45.2265,-30.7801,34.1255,0.0865527
3224,1,31.5731,-7.37513,-36.1231,-0.38795
3032,0,32.0631,-38.4176,-10.4963,2.24165
3000,1,39.1568,-0.171211,-34.515,0.918975
3192,0,30.3205,35.0413,-10.3413,1.8989
3064,0,26.5378,-33.4498,-8.48509,5.52316
3204,0,30.9596,19.0013,-26.177,2.46671
2884,0,24.0907,-31.5217,29.5479,2.14752
3108,1,17.9671,37.167,24.1409,-0.66277
2852,1,27.6807,5.0638,-35.2074,0.076106
3236,0,23.087,-5.50655,29.6367,10.8983
3172,0,24.4826,-15.3966,39.8375,3.34549
2916,0,39.5147,-15.833,-13.2589,11.0128
3044,0,25.4057,-2.7851,7.16197,14.3875
2836,0,47.1242,23.4477,23.3188,8.0431
3220,0,25.2817,21.1851,28.416,7.63938
2900,0,27.8821,24.0772,-23.2179,2.113
3124,0,22.4825,-22.9387,31.8452,5.53123
2868,0,33.6051,6.91329,-31.1078,2.57727
3252,0,49.5018,22.3526,1.58968,10.4776
2996,1,22.1722,28.285,-25.0679,-0.734911
3188,1,23.0199,34.404,-17.1232,-0.120542
3060,0,24.1316,10.008,33.3191,8.88437
3084,0,28.8656,11.5566,3.89615,13.5981
3212,0,35.9538,-8.34577,16.4604,13.6115
2860,0,18.2965,-42.453,-1.48262,1.00218
3180,0,44.2331,16.5961,-1.18619,12.0805
2924,1,19.8625,-14.9824,-35.0064,-0.134016
3036,0,23.0385,-37.09,9.00235,4.1793
2940,0,21.7843,19.3122,-12.7885,8.81569
3068,0,37.906,31.3252,-14.8083,2.48513
3074,0,34.4581,-3.11013,32.751,9.71256
3202,1,25.171,-12.2727,47.747,-1.99492
2946,0,21.324,-10.4994,41.8161,3.28824
3138,0,37.3765,-21.0661,-15.4122,9.37344
2882,1,29.721,-32.1772,-31.8361,-4.03249
3010,1,31.1706,38.6323,-11.0569,-0.680605
3170,0,39.8733,-16.6409,10.9145,12.6445
2914,0,42.1955,-16.5682,-19.9183,8.77895
3090,0,31.3665,-28.8038,3.41291,8.58159
2834,0,23.5836,0.75103,45.7961,2.04546
3154,1,20.6051,33.7621,28.6862,-0.0317844
3122,0,45.091,-24.249,19.4171,9.10435
3250,0,20.7262,-5.33297,-5.18909,13.9313
3186,1,21.5176,34.7989,-19.6658,-1.51874
3082,0,30.302,11.1051,-2.62685,13.1831
3210,0,24.1817,-9.61495,-2.98302,13.8456
2954,0,46.6471,25.845,18.013,8.08759
2890,1,26.0478,28.8532,32.0957,1.62524
3018,1,39.61,-42.9993,-6.93084,-0.160498
2858,0,36.9637,27.9865,4.75459,8.28329
3178,0,44.3664,-14.4742,-6.97673,12.4451
2922,0,22.4922,25.6606,-14.3873,5.47577
3050,0,27.3252,-36.3148,-14.8779,2.54712
3098,1,25.901,-28.9962,40.8348,-3.76939
3162,0,41.9226,16.8505,33.17,7.20863
2906,0,27.3813,-17.9934,0.109164,12.3669
3130,1,28.2163,13.6611,44.8313,1.1641
2874,1,22.9447,-35.7665,23.0288,2.31374
3002,1,22.5836,-45.2351,-2.12528,-0.875787
3194,0,38.9422,-8.97997,-28.4664,5.32287
3066,0,24.8002,-32.7623,-2.97273,6.43586
3078,0,29.7368,-29.7659,-22.2806,3.52617
3206,0,24.4346,19.7445,-22.2964,4.24447
3142,0,41.9761,-20.9172,15.475,11.0248
3014,0,33.4371,27.6106,11.9937,8.20318
3110,1,20.3297,12.2003,-31.8837,1.20691
3238,0,31.4108,-6.54282,46.1608,0.921906
2982,0,41.8833,37.4132,-4.61963,1.88301
3046,0,27.668,9.59377,-14.0831,10.7448
3094,0,25.2514,10.4433,36.4438,7.11617
2902,0,21.8124,-20.0324,39.4602,1.94172
3126,1,33.3296,-22.7015,42.2678,-1.53155
2870,1,29.8272,-38.7979,20.6746,1.33942
3254,0,21.0831,30.7607,14.0132,6.16266
2934,0,34.6204,-9.95998,-18.6202,10.1325
3062,0,37.8401,9.15635,40.8627,4.67242
3086,0,28.5583,30.0172,22.9277,4.43336
3214,0,25.0377,-9.29381,38.8938,5.60598
2958,1,37.9352,1.26617,48.8147,-0.124955
3150,0,21.7996,-20.1495,-3.43999,11.6064
3022,1,21.5126,27.2771,37.3005,-0.0286095
3118,0,19.0828,-23.3476,-28.9565,2.46993
2862,0,30.9222,-0.363141,-17.6287,10.58
3246,0,19.2264,-3.88891,-33.0317,2.28109
2990,0,21.5348,2.76824,39.9418,5.86024
3182,0,32.8643,-13.9978,19.9859,12.3331
3230,0,33.4407,-6.78849,-9.03399,13.1181
2878,0,23.7421,-34.5929,8.9399,5.49915
3262,0,17.6473,-40.3908,4.93203,2.5217
3006,0,35.6299,5.58095,-21.5346,8.16436
3198,0,29.1466,-10.3792,31.532,9.57778
2942,0,29.9625,-8.70119,9.16935,14.1738
3201,0,24.0315,35.1057,9.87519,3.95915
3137,0,34.3467,32.1595,-4.8079,4.94254
2881,0,44.5326,28.7239,-9.33867,5.59192
3009,1,31.4572,-43.4706,-11.6941,-1.56029
3105,0,21.7375,-26.5832,-26.7104,2.68479
3233,0,35.5091,-6.45871,3.09109,14.3793
2977,0,31.4281,4.78314,-10.527,12.5282
3169,0,18.0857,-15.6745,3.03031,13.0092
3041,0,39.978,0.655103,19.3934,13.6949
3089,0,20.7911,-28.6495,-8.70292,8.00655
3153,0,35.596,16.249,5.85137,12.6892
3025,0,23.3734,38.2551,4.57316,2.13389
3121,0,36.6226,12.2326,10.8391,13.524
3185,0,27.9234,17.5567,12.4077,12.2078
2929,0,26.5158,-14.608,29.6324,9.49373
3081,0,39.8086,-30.6904,13.7772,6.87746
3209,0,30.1781,21.0325,-15.2651,7.24546
2953,0,26.4405,-4.81584,18.7364,13.6003
3145,1,20.7373,-21.3938,46.6011,-4.59352
2889,0,26.5022,-29.2934,-3.63574,8.18599
3017,0,30.4901,40.5254,-1.50094,0.249169
3113,0,36.7987,13.2833,-22.2121,6.23009
2857,0,45.9119,27.472,-2.13184,7.89563
3241,0,39.5467,1.65751,6.52456,14.2592
2985,0,33.3533,3.1444,23.5266,12.9878
3049,0,29.817,9.20888,-7.94502,12.5319
3097,1,22.9633,-27.5263,38.2372,-0.850535
3161,0,28.8433,17.2517,27.0078,9.68379
2905,1,33.0674,41.0265,5.56179,0.047027
3033,1,36.4995,41.132,13.0879,-0.917678
3129,1,36.0754,43.2831,-5.66261,-2.85496
2873,0,43.4089,-37.4192,1.02425,4.02748
3193,1,21.7308,17.025,45.9782,-0.708869
2937,0,31.6294,-12.3498,6.10089,13.7392
3077,0,34.1442,-30.6371,-27.7664,0.131794
2949,0,28.0675,-6.37064,-15.5417,11.3972
3141,0,16.4133,32.2006,1.82547,5.95068
3109,0,30.047,-26.9054,12.4375,8.96681
3237,0,29.5057,-4.73487,42.6997,3.75817
3173,1,20.6949,17.2145,-29.2357,1.47372
3093,0,33.1866,-27.9727,23.9948,6.13436
3157,0,35.3856,-17.5414,44.2562,-0.930303
3125,0,26.2142,-24.5783,36.6544,1.85121
2869,0,44.2601,-2.29874,-0.545835,14.2851
3253,0,25.7641,31.9433,17.1245,4.81109
2933,0,41.3343,0.808162,-23.6508,7.64075
3213,0,21.1634,-8.05303,35.9546,7.6827
2957,0,26.9989,1.97158,42.9163,4.00119
3149,0,20.0628,14.5261,-6.73516,11.8057
3117,0,39.2168,14.9488,-10.9991,10.5864
2861,0,49.4038,5.01752,13.6226,13.9987
2989,0,37.0638,3.45536,36.0232,8.09393
3181,0,36.0097,-13.1321,14.5587,13.1809
2925,0,25.5729,-13.2211,-31.1023,3.14994
3053,0,33.7787,7.16163,7.29731,14.0978
3229,0,27.9858,-3.59243,24.6766,12.586
2973,0,29.5363,21.4524,33.4921,5.12607
2909,0,44.1435,-19.0648,34.454,5.59594
3037,0,18.7484,-38.3224,12.2128,3.25697
3133,1,36.3844,-22.209,-33.7905,-0.81791
2877,0,24.8963,-32.2918,-12.5609,5.39073
3005,0,24.6367,4.86274,-27.5584,4.9756
3197,0,37.25,35.1557,2.69353,4.16248
3139,0,34.17,-21.1535,-9.2059,10.6723
2883,0,45.2327,-31.4077,22.11,4.80748
3011,0,36.3383,5.96715,1.15888,14.0589
3235,0,25.4931,0.231511,28.224,11.7058
2979,0,33.9993,23.7553,35.5342,2.8395
3043,0,24.6535,8.9786,-18.2875,9.16857
3091,0,39.2119,11.1403,29.2166,10.3867
2963,1,32.8894,24.8623,41.0369,-0.896726
3155,0,19.241,15.7277,17.7068,12.135
2899,0,40.9742,-24.1316,-0.719887,10.4464
3123,0,31.5024,-22.9362,25.61,8.12219
2867,1,27.6165,-38.4446,-23.3646,-2.23503
2931,1,27.9974,-15.0641,49.218,-4.31745
3211,0,36.6113,20.5725,-6.02103,10.1531
3147,0,36.6356,-18.2288,-30.7728,2.52989
2891,1,24.0298,9.31363,48.9539,-0.753366
3019,1,19.0976,-40.4945,13.6879,1.92734
3115,0,29.8288,14.4422,-17.1347,8.53791
2859,0,36.2348,4.47536,-3.61499,13.8048
3179,0,28.8439,-12.5387,-0.38487,13.5556
3051,0,43.338,-2.64436,12.8125,14.1449
3227,0,40.5064,-6.40118,-24.8918,7.42995
3163,0,35.9181,15.0576,39.0542,4.41119
2907,0,26.6533,-19.2723,28.3036,8.61743
3035,0,35.5399,-37.7455,-4.16492,3.51251
2875,0,44.1061,7.18132,26.3743,11.8662
2939,0,31.4469,35.1134,19.3826,2.14838
3067,0,41.3449,-32.4748,4.74711,6.76497
3079,0,27.0278,11.899,-27.8317,3.58493
2951,1,32.7786,44.432,1.42133,-2.65649
3111,0,33.2364,-26.5487,29.9272,4.63002
3239,1,27.3786,-5.81352,49.7629,-1.76347
3175,0,24.0655,19.5347,-19.246,5.96779
3047,1,37.0848,-36.0739,-27.7532,-3.44017
3159,0,53.7267,16.7606,21.7492,11.0262
3031,0,27.801,-39.9499,-17.1727,-0.542692
2871,1,30.0277,38.9699,18.8627,-0.46003
2999,0,28.6817,26.6014,-18.1908,3.50645
3191,1,29.7702,19.0906,40.8179,1.88916
2935,0,27.2643,-10.9802,-12.0991,12.0446
3063,0,32.7225,7.9319,45.4209,1.93218
3087,1,30.8493,-27.2899,-32.1674,-1.515
3215,0,28.0531,21.2529,14.5066,10.7634
