,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5449,0.0,50.0,0.0,0.5279
split 1,0.0,50.0,0.0,0.5517,0.0,50.0,0.0,0.4847
split 2,0.0,50.0,0.0,0.5598,0.0,50.0,0.0,0.5325
split 3,0.0,50.0,0.0,0.5759,0.0,50.0,0.0,0.4988
split 4,0.0,50.0,0.0,0.548,0.0,50.0,0.0,0.5165
split 5,0.0,50.0,0.0,0.5412,0.0,50.0,0.0,0.5489
mean,0.0,50.0,0.0,0.5536,0.0,50.0,0.0,0.5182
std,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0214
test mean,0.0,49.99999999999999,0.0,0.5461314096933007,0.0,49.999999999999986,0.0,0.5175679451693925
test std,0.0,1.7251323318614707e-14,0.0,0.07736315065040321,0.0,2.6939785314722367e-14,0.0,0.069684432594937
