,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5076,0.0,50.0,0.0,0.4705
split 1,0.0,50.0,0.0,0.4969,0.0,50.0,0.0,0.5202
split 2,0.0,50.0,0.0,0.5044,0.0,50.0,0.0,0.4847
split 3,0.0,50.0,0.0,0.5013,0.0,50.0,0.0,0.4891
split 4,0.0,50.0,0.0,0.5033,0.0,50.0,0.0,0.4742
split 5,0.0,50.0,0.0,0.4978,0.0,50.0,0.0,0.5156
mean,0.0,50.0,0.0,0.5019,0.0,50.0,0.0,0.4924
std,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0191
test mean,0.0,50.0,0.0,0.501810094817618,0.0,50.0,0.0,0.45263941963004894
test std,0.0,1.5635339543114833e-14,0.0,0.062248101142594006,0.0,1.896630097780749e-14,0.0,0.08112782762321954
