,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5427,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.546
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5394,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5602
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5516,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5069
split 3,26.65,44.8,0.0,35.15,34.25,23.28,33.17,0.0,36.68,0.5369,25.07,45.66,0.0,29.56,32.82,21.44,33.96,0.0,30.35,0.5582
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5439,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5126
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5421,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.521
mean,18.33,49.13,0.0,5.86,33.49,13.14,33.31,0.0,6.11,0.5428,18.07,49.28,0.0,4.93,33.25,12.83,33.44,0.0,5.06,0.5342
std,3.72,1.94,0.0,13.1,0.34,4.54,0.06,0.0,13.67,0.0046,3.13,1.62,0.0,11.02,0.19,3.85,0.24,0.0,11.31,0.0215
test mean,16.666666666666675,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111118,33.33333333333335,0.0,0.0,0.5466930043368294,16.66666666666667,50.000000000000014,0.0,0.0,33.33333333333333,11.111111111111116,33.33333333333334,0.0,0.0,0.5483999196615164
test std,1.4396625406603727e-14,4.361841844236255e-14,0.0,0.0,9.221220189531467e-15,1.2957731893624e-14,3.891802844472395e-14,0.0,0.0,0.05702261666858638,1.637720085286689e-14,4.645775970367801e-14,0.0,0.0,7.105427357601002e-15,1.4634744130578597e-14,4.387277753618146e-14,0.0,0.0,0.042323531365876764
