,F1,Acc,precision,Auc
train tissue 0,0.0,49.99999999999997,0.0,0.5321038251366117
train tissue 1,0.0,49.999999999999964,0.0,0.5723598435462837
train tissue 2,0.0,50.0,0.0,0.5164690382081689
train tissue 3,0.0,50.000000000000036,0.0,0.28183962264150975
train tissue 4,0.0,50.0,0.0,0.3772189349112426
train tissue 5,0.0,50.000000000000014,0.0,0.4122023809523808
train tissue 6,0.0,49.99999999999998,0.0,0.4530434782608694
train tissue 7,0.0,50.0,0.0,0.5120192307692306
train tissue 8,0.0,50.00000000000002,0.0,0.5597826086956523
train tissue 9,0.0,49.99999999999997,0.0,0.4744939271255058
train tissue 10,0.0,50.0,0.0,0.49999999999999994
train tissue 11,0.0,50.0,0.0,0.4816091954022991
train tissue 12,0.0,49.999999999999986,0.0,0.5360169491525424
train tissue 13,0.0,50.000000000000014,0.0,0.44250000000000006
train tissue 14,0.0,50.000000000000014,0.0,0.49872122762148346
train tissue 15,0.0,49.99999999999999,0.0,0.41153846153846185
train tissue 16,0.0,49.99999999999999,0.0,0.3787878787878787
train tissue 17,0.0,50.000000000000014,0.0,0.4725829725829731
train tissue 18,0.0,49.999999999999986,0.0,0.5425824175824171
train mean,0.0,50.0,0.0,0.47136168383765853
train std,0.0,1.8297791554551115e-14,0.0,0.07179374193603108
test tissue 0,0.0,49.99999999999999,0.0,0.5605778191985091
test tissue 1,0.0,50.00000000000002,0.0,0.518978605935128
test tissue 2,0.0,50.0,0.0,0.4848484848484853
test tissue 3,0.0,49.999999999999986,0.0,0.4
test tissue 4,0.0,49.999999999999986,0.0,0.5273794002607557
test tissue 5,0.0,50.000000000000014,0.0,0.5391025641025642
test tissue 6,0.0,50.0,0.0,0.3948524795982422
test tissue 7,0.0,50.00000000000002,0.0,0.5151802656546494
test mean,0.0,50.0,0.0,0.4926149524497918
test std,0.0,1.3987047740492306e-14,0.0,0.05851089668273511
