,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5101,0.0,50.0,0.0,0.5363
split 1,0.0,50.0,0.0,0.5131,0.0,50.0,0.0,0.5333
split 2,0.0,50.0,0.0,0.465,0.0,50.0,0.0,0.5243
split 3,0.0,50.0,0.0,0.521,0.0,50.0,0.0,0.5144
split 4,0.0,50.0,0.0,0.4801,0.0,50.0,0.0,0.455
split 5,0.0,50.0,0.0,0.487,0.0,50.0,0.0,0.4189
mean,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.497
std,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.0443
test mean,0.0,50.0,0.0,0.4833359743751257,0.0,50.0,0.0,0.5029337630634789
test std,0.0,1.8078648421039906e-14,0.0,0.066018059203943,0.0,1.5280799322856756e-14,0.0,0.03324411862378946
