,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5385,0.0,50.0,0.0,0.528
split 1,0.0,50.0,0.0,0.5277,0.0,50.0,0.0,0.45
split 2,0.0,50.0,0.0,0.534,0.0,50.0,0.0,0.5175
split 3,0.0,50.0,0.0,0.536,0.0,50.0,0.0,0.4996
split 4,0.0,50.0,0.0,0.5289,0.0,50.0,0.0,0.4991
split 5,0.0,50.0,0.0,0.5247,0.0,50.0,0.0,0.5038
mean,0.0,50.0,0.0,0.5317,0.0,50.0,0.0,0.4997
std,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0245
test mean,0.0,50.0,0.0,0.5364593609534025,0.0,49.99999999999999,0.0,0.5061515868034596
test std,0.0,1.3442122834233563e-14,0.0,0.08170340616847478,0.0,9.729507111180988e-15,0.0,0.047441002937273595
