,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5129,0.0,50.0,0.0,0.5076
split 1,0.0,50.0,0.0,0.4809,0.0,50.0,0.0,0.5102
split 2,0.0,50.0,0.0,0.5194,0.0,50.0,0.0,0.4879
split 3,0.0,50.0,0.0,0.5093,0.0,50.0,0.0,0.529
split 4,0.0,50.0,0.0,0.4869,0.0,50.0,0.0,0.4784
split 5,0.0,50.0,0.0,0.509,0.0,50.0,0.0,0.5568
mean,0.0,50.0,0.0,0.5031,0.0,50.0,0.0,0.5116
std,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.0259
test mean,0.0,49.999999999999986,0.0,0.518698779659463,0.0,50.0,0.0,0.476301160245726
test std,0.0,1.6543675985604878e-14,0.0,0.06808025344848297,0.0,1.4210854715202004e-14,0.0,0.07985361874613897
